measurementSiteReference,generatedSiteName,startLocatieForDisplayLat,startLocatieForDisplayLong,alertCDirectionCoded,ROADNUMBER,LocationTableNumber,LocationTableVersion,specificLocation,offsetDistance,LOC_TYPE,LOC_DES,trafficID
RWS01_MONIBAS_0091hrl0462ra,A9 southBound naar Amstelveen op knppnt Velsen ri knppnt Rottepolderplein thv hmp 46.2,52.4136,4.69895,negative,A9,5.11,A,10589,900,P3.2,Brug,259
RWS01_MONIBAS_0091hrl0467ra,A9 southBound naar Amstelveen op knppnt Velsen ri knppnt Rottepolderplein thv hmp 46.7,52.4177,4.69604,negative,A9,5.11,A,10589,400,P3.2,Brug,260
RWS01_MONIBAS_0091hrl0471ra,A9 southBound naar Amstelveen op knppnt Velsen ri knppnt Rottepolderplein thv hmp 47.1,52.4206,4.69257,negative,A9,5.11,A,10589,0,P3.2,Brug,261
RWS01_MONIBAS_0091hrl0473ra,A9 southBound naar Amstelveen op knppnt Velsen ri knppnt Rottepolderplein thv hmp 47.3,52.422,4.69025,negative,A9,5.11,A,10591,3179,P1.2,Knooppunt (triangle),262
RWS01_MONIBAS_0091hrl0476ra,A9 southBound naar Amstelveen op knppnt Velsen ri knppnt Rottepolderplein thv hmp 47.6,52.4238,4.68702,negative,A9,5.11,A,10591,2885,P1.2,Knooppunt (triangle),263
RWS01_MONIBAS_0091hrl0478ra,A9 southBound naar Amstelveen op knppnt Velsen ri knppnt Rottepolderplein thv hmp 47.9,52.4256,4.68405,negative,A9,5.11,A,10591,2603,P1.2,Knooppunt (triangle),264
RWS01_MONIBAS_0091hrl0481ra,A9 southBound naar Amstelveen op knppnt Velsen ri knppnt Rottepolderplein thv hmp 48.2,52.4277,4.68124,negative,A9,5.11,A,10591,2301,P1.2,Knooppunt (triangle),265
RWS01_MONIBAS_0091hrl0484ra,A9 southBound naar Amstelveen op knppnt Velsen ri knppnt Rottepolderplein thv hmp 48.5,52.4299,4.67881,negative,A9,5.11,A,10591,2002,P1.2,Knooppunt (triangle),266
RWS01_MONIBAS_0091hrl0488ra,A9 southBound naar Amstelveen op knppnt Velsen ri knppnt Rottepolderplein thv hmp 48.9,52.4328,4.67581,negative,A9,5.11,A,10591,1622,P1.2,Knooppunt (triangle),267
RWS01_MONIBAS_0091hrl0490ra,A9 southBound naar Amstelveen op knppnt Velsen ri knppnt Rottepolderplein thv hmp 49.1,52.4341,4.67445,negative,A9,5.11,A,10591,1450,P1.2,Knooppunt (triangle),268
RWS01_MONIBAS_0091hrl0493ra,A9 southBound naar Amstelveen op knppnt Velsen ri knppnt Rottepolderplein thv hmp 49.3,52.436,4.67248,negative,A9,5.11,A,10591,1200,P1.2,Knooppunt (triangle),269
RWS01_MONIBAS_0091hrl0496ra,A9 southBound naar Amstelveen op knppnt Velsen ri knppnt Rottepolderplein thv hmp 49.7,52.4388,4.6698,negative,A9,5.11,A,10591,840,P1.2,Knooppunt (triangle),270
RWS01_MONIBAS_0091hrl0500ra,A9 southBound naar Amstelveen op knppnt Velsen ri knppnt Rottepolderplein thv hmp 50.1,52.4421,4.66773,negative,A9,5.11,A,10591,440,P1.2,Knooppunt (triangle),271
RWS01_MONIBAS_0091hrl0504ra,A9 southBound naar Amstelveen op knppnt Velsen ri knppnt Rottepolderplein thv hmp 50.4,52.4453,4.6669,negative,A9,5.11,A,10591,90,P1.2,Knooppunt (triangle),272
RWS01_MONIBAS_0091hrl0509ra,A9 southBound naar Amstelveen na afrit 8 ri knppnt Velsen thv hmp 50.9,52.4498,4.66725,negative,A9,5.11,A,10592,1390,P3.1,Tunnel,273
RWS01_MONIBAS_0091hrl0512ra,A9 southBound naar Amstelveen na afrit 8 ri knppnt Velsen thv hmp 51.2,52.4524,4.66824,negative,A9,5.11,A,10592,1090,P3.1,Tunnel,274
RWS01_MONIBAS_0091hrl0370ra,A9 southBound naar Amstelveen op knppnt Raasdorp ri afrit 7 thv hmp 37.0,52.346,4.76039,negative,A9,5.11,A,10624,2765,P1.1,Knooppunt,275
RWS01_MONIBAS_0091hrl0374ra,A9 southBound naar Amstelveen op knppnt Raasdorp ri afrit 7 thv hmp 37.4,52.3483,4.75576,negative,A9,5.11,A,10624,2355,P1.1,Knooppunt,276
RWS01_MONIBAS_0091hrl0379ra,A9 southBound naar Amstelveen op knppnt Raasdorp ri afrit 7 thv hmp 37.9,52.3512,4.75041,negative,A9,5.11,A,10624,1870,P1.1,Knooppunt,277
RWS01_MONIBAS_0091hrl0384ra,A9 southBound naar Amstelveen op knppnt Raasdorp ri afrit 7 thv hmp 38.4,52.354,4.74523,negative,A9,5.11,A,10624,1400,P1.1,Knooppunt,278
RWS01_MONIBAS_0091hrl0390ra,A9 southBound naar Amstelveen op knppnt Raasdorp ri afrit 7 thv hmp 39.0,52.3576,4.73862,negative,A9,5.11,A,10624,800,P1.1,Knooppunt,279
RWS01_MONIBAS_0091hrl0392ra,A9 southBound naar Amstelveen op knppnt Raasdorp ri afrit 7 thv hmp 39.2,52.3588,4.73642,negative,A9,5.11,A,10624,600,P1.1,Knooppunt,280
RWS01_MONIBAS_0091hrl0395ra,A9 southBound naar Amstelveen op knppnt Raasdorp ri afrit 7 thv hmp 39.5,52.3605,4.73311,negative,A9,5.11,A,10624,300,P1.1,Knooppunt,281
RWS01_MONIBAS_0091hrl0398ra,A9 southBound naar Amstelveen op knppnt Raasdorp ri afrit 7 thv hmp 39.8,52.3623,4.7298,negative,A9,5.11,A,10624,0,P1.1,Knooppunt,282
RWS01_MONIBAS_0051hrl0060ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 6.0,52.3367,4.73462,negative,A5,5.11,A,19645,3500,P1.1,Knooppunt,283
RWS01_MONIBAS_0051hrl0062ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 6.3,52.3394,4.7348,negative,A5,5.11,A,19645,3207,P1.1,Knooppunt,284
RWS01_MONIBAS_0051hrl0066ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 6.6,52.3421,4.73505,negative,A5,5.11,A,19645,2900,P1.1,Knooppunt,285
RWS01_MONIBAS_0051hrl0069ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 7.0,52.3455,4.73537,negative,A5,5.11,A,19645,2517,P1.1,Knooppunt,286
RWS01_MONIBAS_0051hrl0074ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 7.4,52.3493,4.73602,negative,A5,5.11,A,19645,2092,P1.1,Knooppunt,287
RWS01_MONIBAS_0051hrl0077ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 7.7,52.3519,4.73693,negative,A5,5.11,A,19645,1800,P1.1,Knooppunt,288
RWS01_MONIBAS_0051hrl0081ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 8.2,52.3559,4.73918,negative,A5,5.11,A,19645,1330,P1.1,Knooppunt,289
RWS01_MONIBAS_0051hrl0086ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 8.6,52.3596,4.74242,negative,A5,5.11,A,19645,859,P1.1,Knooppunt,290
RWS01_MONIBAS_0051hrl0092ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 9.2,52.3639,4.74783,negative,A5,5.11,A,19645,260,P1.1,Knooppunt,291
RWS01_MONIBAS_0051hrl0006ra,A5 southBound naar Hoofddorp op knppnt De Hoek thv hmp 0.7,52.2893,4.72786,negative,A5,5.11,A,19646,744,P1.2,Knooppunt (triangle),292
RWS01_MONIBAS_0051hrl0009ra,A5 southBound naar Hoofddorp op knppnt De Hoek thv hmp 0.9,52.2911,4.72991,negative,A5,5.11,A,19646,500,P1.2,Knooppunt (triangle),293
RWS01_MONIBAS_0051hrl0011ra,A5 southBound naar Hoofddorp op knppnt De Hoek thv hmp 1.2,52.2935,4.73112,negative,A5,5.11,A,19646,224,P1.2,Knooppunt (triangle),294
RWS01_MONIBAS_0051hrl0014ra,A5 southBound naar Hoofddorp op knppnt De Hoek thv hmp 1.4,52.2955,4.73105,negative,A5,5.11,A,19646,0,P1.2,Knooppunt (triangle),295
RWS01_MONIBAS_0051hrl0016ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 1.7,52.2981,4.73108,negative,A5,5.11,A,21617,2716,P3.47,Viaduct,296
RWS01_MONIBAS_0051hrl0019ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 1.9,52.3,4.73125,negative,A5,5.11,A,21617,2500,P3.47,Viaduct,297
RWS01_MONIBAS_0051hrl0021ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 2.2,52.3025,4.73147,negative,A5,5.11,A,21617,2227,P3.47,Viaduct,298
RWS01_MONIBAS_0051hrl0024ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 2.4,52.3045,4.73166,negative,A5,5.11,A,21617,2000,P3.47,Viaduct,299
RWS01_MONIBAS_0051hrl0026ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 2.7,52.3068,4.73186,negative,A5,5.11,A,21617,1747,P3.47,Viaduct,300
RWS01_MONIBAS_0051hrl0030ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 3.0,52.3098,4.73214,negative,A5,5.11,A,21617,1400,P3.47,Viaduct,301
RWS01_MONIBAS_0051hrl0033ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 3.4,52.3133,4.73247,negative,A5,5.11,A,21617,1016,P3.47,Viaduct,302
RWS01_MONIBAS_0051hrl0037ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 3.7,52.3161,4.73272,negative,A5,5.11,A,21617,700,P3.47,Viaduct,303
RWS01_MONIBAS_0051hrl0039ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 4.0,52.3186,4.73295,negative,A5,5.11,A,21617,418,P3.47,Viaduct,304
RWS01_MONIBAS_0051hrl0044ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 4.4,52.3227,4.73332,negative,A5,5.11,A,21618,1468,P3.2,Brug,305
RWS01_MONIBAS_0051hrl0047ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 4.7,52.3251,4.73354,negative,A5,5.11,A,21618,1200,P3.2,Brug,306
RWS01_MONIBAS_0051hrl0050ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 5.0,52.328,4.73381,negative,A5,5.11,A,21618,878,P3.2,Brug,307
RWS01_MONIBAS_0051hrl0056ra,A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 5.7,52.3339,4.73436,negative,A5,5.11,A,21618,213,P3.2,Brug,308
RWS01_MONIBAS_0051hrl0096ra,A5 southBound naar Hoofddorp na afrit 2 ri knppnt Raasdorp thv hmp 9.7,52.3664,4.75255,negative,A5,5.11,A,21972,4330,P1.3,Afrit,309
RWS01_MONIBAS_0051hrl0099ra,A5 southBound naar Hoofddorp na afrit 2 ri knppnt Raasdorp thv hmp 10.0,52.3681,4.7563,negative,A5,5.11,A,21972,4015,P1.3,Afrit,310
RWS01_MONIBAS_0051hrl0105ra,A5 southBound naar Hoofddorp na afrit 2 ri knppnt Raasdorp thv hmp 10.6,52.3716,4.76287,negative,A5,5.11,A,21972,3420,P1.3,Afrit,311
RWS01_MONIBAS_0051hrl0110ra,A5 southBound naar Hoofddorp na afrit 2 ri knppnt Raasdorp thv hmp 11.1,52.3754,4.76633,negative,A5,5.11,A,21972,2939,P1.3,Afrit,312
RWS01_MONIBAS_0051hrl0116ra,A5 southBound naar Hoofddorp na afrit 2 ri knppnt Raasdorp thv hmp 11.6,52.3801,4.7677,negative,A5,5.11,A,21972,2399,P1.3,Afrit,313
RWS01_MONIBAS_0051hrl0121ra,A5 southBound naar Hoofddorp na afrit 2 ri knppnt Raasdorp thv hmp 12.1,52.385,4.76773,negative,A5,5.11,A,21972,1859,P1.3,Afrit,314
RWS01_MONIBAS_0051hrl0126ra,A5 southBound naar Hoofddorp na afrit 2 ri knppnt Raasdorp thv hmp 12.7,52.3895,4.7703,negative,A5,5.11,A,21972,1319,P1.3,Afrit,315
RWS01_MONIBAS_0051hrl0129ra,A5 southBound naar Hoofddorp na afrit 2 ri knppnt Raasdorp thv hmp 13.0,52.3914,4.7731,negative,A5,5.11,A,21972,1034,P1.3,Afrit,316
RWS01_MONIBAS_0051hrl0134ra,A5 southBound naar Hoofddorp na afrit 2 ri knppnt Raasdorp thv hmp 13.5,52.3933,4.77967,negative,A5,5.11,A,21972,535,P1.3,Afrit,317
RWS01_MONIBAS_0051hrl0137ra,A5 southBound naar Hoofddorp na afrit 2 ri knppnt Raasdorp thv hmp 13.7,52.3935,4.78342,negative,A5,5.11,A,21972,279,P1.3,Afrit,318
RWS01_MONIBAS_0051hrl0140ra,A5 southBound naar Hoofddorp na afrit 3 ri afrit 2 thv hmp 14.1,52.3935,4.78829,negative,A5,5.11,A,21973,949,P1.3,Afrit,319
RWS01_MONIBAS_0051hrl0143ra,A5 southBound naar Hoofddorp na afrit 3 ri afrit 2 thv hmp 14.4,52.3935,4.79304,negative,A5,5.11,A,21973,626,P1.3,Afrit,320
RWS01_MONIBAS_0051hrl0147ra,A5 southBound naar Hoofddorp na afrit 3 ri afrit 2 thv hmp 14.7,52.3935,4.79851,negative,A5,5.11,A,21973,253,P1.3,Afrit,321
RWS01_MONIBAS_0101hrl0277ra,A10 anticlockwise naar De Nieuwe Meer op knppnt Westrandweg ri afrit 2 thv hmp 27.7,52.3971,4.84467,negative,A10,5.11,A,21978,70,P1.2,Knooppunt (triangle),322
RWS01_MONIBAS_0051hrl0152ra,A5 southBound naar Hoofddorp op knppnt Westrandweg ri afrit 3 thv hmp 15.2,52.3931,4.80575,negative,A5,5.11,A,21979,4060,P1.2,Knooppunt (triangle),323
RWS01_MONIBAS_0051hrl0157ra,A5 southBound naar Hoofddorp op knppnt Westrandweg ri afrit 3 thv hmp 15.7,52.3922,4.81235,negative,A5,5.11,A,21979,3600,P1.2,Knooppunt (triangle),324
RWS01_MONIBAS_0051hrl0162ra,A5 southBound naar Hoofddorp op knppnt Westrandweg ri afrit 3 thv hmp 16.2,52.3919,4.82006,negative,A5,5.11,A,21979,3075,P1.2,Knooppunt (triangle),325
RWS01_MONIBAS_0051hrl0167ra,A5 southBound naar Hoofddorp op knppnt Westrandweg ri afrit 3 thv hmp 16.8,52.3919,4.82785,negative,A5,5.11,A,21979,2547,P1.2,Knooppunt (triangle),326
RWS01_MONIBAS_0051hrl0173ra,A5 southBound naar Hoofddorp op knppnt Westrandweg ri afrit 3 thv hmp 17.3,52.3923,4.83604,negative,A5,5.11,A,21979,1986,P1.2,Knooppunt (triangle),327
RWS01_MONIBAS_0051hrl0178ra,A5 southBound naar Hoofddorp op knppnt Westrandweg ri afrit 3 thv hmp 17.9,52.3952,4.84229,negative,A5,5.11,A,21979,1447,P1.2,Knooppunt (triangle),328
RWS01_MONIBAS_0051hrl0184ra,A5 southBound naar Hoofddorp op knppnt Westrandweg ri afrit 3 thv hmp 18.5,52.3998,4.84764,negative,A5,5.11,A,21979,820,P1.2,Knooppunt (triangle),329
RWS01_MONIBAS_0051hrl0187ra,A5 southBound naar Hoofddorp op knppnt Westrandweg ri afrit 3 thv hmp 18.7,52.4016,4.84988,negative,A5,5.11,A,21979,565,P1.2,Knooppunt (triangle),330
RWS01_MONIBAS_0051hrl0189ra,A5 southBound naar Hoofddorp op knppnt Westrandweg ri afrit 3 thv hmp 19.0,52.4032,4.85171,negative,A5,5.11,A,21979,350,P1.2,Knooppunt (triangle),331
RWS01_MONIBAS_0041hrr0131ra,A4 southBound naar Den Haag na afrit 3a ri afrit 4 thv hmp 13.1,52.2727,4.7043,negative,A4,5.11,A,21980,540,P1.3,Afrit,332
RWS01_MONIBAS_0041hrr0136ra,A4 southBound naar Den Haag na afrit 3a ri afrit 4 thv hmp 13.6,52.2694,4.69953,negative,A4,5.11,A,21980,1033,P1.3,Afrit,333
RWS01_MONIBAS_0041hrr0139ra,A4 southBound naar Den Haag na afrit 3a ri afrit 4 thv hmp 13.9,52.2673,4.69657,negative,A4,5.11,A,21980,1341,P1.3,Afrit,334
RWS01_MONIBAS_0041hrr0143ra,A4 southBound naar Den Haag na afrit 3a ri afrit 4 thv hmp 14.4,52.2646,4.69262,negative,A4,5.11,A,21980,1750,P1.3,Afrit,335
RWS01_MONIBAS_0041hrr0147ra,A4 southBound naar Den Haag na afrit 3a ri afrit 4 thv hmp 14.8,52.2616,4.68833,negative,A4,5.11,A,21980,2194,P1.3,Afrit,336
RWS01_MONIBAS_0041hrr0152ra,A4 southBound naar Den Haag na afrit 3a ri afrit 4 thv hmp 15.2,52.2588,4.6843,negative,A4,5.11,A,21980,2610,P1.3,Afrit,337
