measurementSiteReference,generatedSiteName,startLocatieForDisplayLat,startLocatieForDisplayLong,alertCDirectionCoded,ROADNUMBER,trafficID
RWS01_MONIBAS_0091hrr0350ra,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 35.0,52.3349,4.78361,positive,A9,331
RWS01_MONIBAS_0091hrr0353ra,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 35.4,52.3368,4.77985,positive,A9,332
RWS01_MONIBAS_0091hrr0356ra,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 35.6,52.3385,4.77675,positive,A9,333
RWS01_MONIBAS_0091hrr0362ra,A9 northBound naar Alkmaar op knppnt Badhoevedorp ri afrit 7 thv hmp 36.2,52.3415,4.77002,positive,A9,334
RWS01_MONIBAS_0091hrr0367ra,A9 northBound naar Alkmaar na afrit 7 ri knppnt Raasdorp thv hmp 36.7,52.3443,4.76418,positive,A9,335
RWS01_MONIBAS_0091hrr0373ra,A9 northBound naar Alkmaar na afrit 7 ri knppnt Raasdorp thv hmp 37.4,52.3479,4.75694,positive,A9,336
RWS01_MONIBAS_0091hrr0377ra,A9 northBound naar Alkmaar na afrit 7 ri knppnt Raasdorp thv hmp 37.7,52.3501,4.75277,positive,A9,337
RWS01_MONIBAS_0091hrr0381ra,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 38.1,52.3523,4.74868,positive,A9,338
RWS01_MONIBAS_0091hrr0384ra,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 38.5,52.3545,4.74463,positive,A9,339
RWS01_MONIBAS_0091hrr0388ra,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 38.8,52.3565,4.74094,positive,A9,340
RWS01_MONIBAS_0091hrr0391ra,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.1,52.3584,4.7374,positive,A9,341
RWS01_MONIBAS_0091hrr0394ra,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.4,52.3601,4.7342,positive,A9,342
RWS01_MONIBAS_0091hrr0396ra,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.6,52.3615,4.7316,positive,A9,343
RWS01_MONIBAS_0091hrr0399ra,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 39.9,52.363,4.7288,positive,A9,344
RWS01_MONIBAS_0091hrr0401ra,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 40.2,52.3645,4.72598,positive,A9,345
RWS01_MONIBAS_0091hrr0405ra,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 40.5,52.3667,4.72193,positive,A9,346
RWS01_MONIBAS_0091hrr0408ra,A9 northBound naar Alkmaar op knppnt Raasdorp ri afrit Haarlem-Zuid thv hmp 40.9,52.3689,4.71791,positive,A9,347
RWS01_MONIBAS_0091hrr0411ra,A9 northBound naar Alkmaar na afrit N205/A205 ri knppnt Rottepolderplein thv hmp 41.2,52.3704,4.71504,positive,A9,348
RWS01_MONIBAS_0091hrr0414ra,A9 northBound naar Alkmaar na afrit N205/A205 ri knppnt Rottepolderplein thv hmp 41.4,52.3719,4.71232,positive,A9,349
RWS01_MONIBAS_0091hrr0418ra,A9 northBound naar Alkmaar na afrit N205/A205 ri knppnt Rottepolderplein thv hmp 41.8,52.3749,4.70908,positive,A9,350
RWS01_MONIBAS_0091hrr0421ra,A9 northBound naar Alkmaar na afrit N205/A205 ri knppnt Rottepolderplein thv hmp 42.1,52.3778,4.70863,positive,A9,351
RWS01_MONIBAS_0091hrr0423ra,A9 northBound naar Alkmaar na afrit N205/A205 ri knppnt Rottepolderplein thv hmp 42.3,52.3795,4.70834,positive,A9,352
RWS01_MONIBAS_0091hrr0427ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 42.8,52.3835,4.70771,positive,A9,353
RWS01_MONIBAS_0091hrr0433ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 43.3,52.3883,4.70693,positive,A9,354
RWS01_MONIBAS_0091hrr0437ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 43.7,52.3921,4.70636,positive,A9,355
RWS01_MONIBAS_0091hrr0439ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 43.9,52.3936,4.70608,positive,A9,356
RWS01_MONIBAS_0091hrr0443ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 44.3,52.3975,4.70543,positive,A9,357
RWS01_MONIBAS_0091hrr0448ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 44.8,52.4021,4.70468,positive,A9,358
RWS01_MONIBAS_0091hrr0453ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 45.3,52.406,4.7032,positive,A9,359
RWS01_MONIBAS_0091hrr0456ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 45.6,52.4086,4.70184,positive,A9,360
RWS01_MONIBAS_0091hrr0458ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 45.9,52.4111,4.70049,positive,A9,361
RWS01_MONIBAS_0091hrr0462ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 46.2,52.4137,4.69911,positive,A9,362
RWS01_MONIBAS_0091hrr0467ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 46.7,52.4178,4.69617,positive,A9,363
RWS01_MONIBAS_0091hrr0469ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 46.9,52.4193,4.69454,positive,A9,364
RWS01_MONIBAS_0091hrr0473ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 47.3,52.4221,4.69039,positive,A9,365
RWS01_MONIBAS_0091hrr0476ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 47.6,52.4239,4.68716,positive,A9,366
RWS01_MONIBAS_0091hrr0478ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 47.9,52.4256,4.68419,positive,A9,367
RWS01_MONIBAS_0091hrr0481ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 48.2,52.4278,4.6814,positive,A9,368
RWS01_MONIBAS_0091hrr0484ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 48.5,52.43,4.67896,positive,A9,369
RWS01_MONIBAS_0091hrr0488ra,A9 northBound naar Alkmaar op knppnt Rottepolderplein ri knppnt Velsen thv hmp 48.9,52.4329,4.67596,positive,A9,370
RWS01_MONIBAS_0091hrr0493ra,A9 northBound naar Alkmaar op knppnt Velsen ri afrit 8 thv hmp 49.3,52.436,4.67263,positive,A9,371
RWS01_MONIBAS_0091hrr0493rb,A9 northBound naar Alkmaar op knppnt Velsen ri afrit 8 thv hmp 49.3,52.436,4.67263,positive,A9,372
RWS01_MONIBAS_0091hrr0496ra,A9 northBound naar Alkmaar op knppnt Velsen ri afrit 8 thv hmp 49.7,52.4388,4.67001,positive,A9,373
RWS01_MONIBAS_0091hrr0500ra,A9 northBound naar Alkmaar op knppnt Velsen ri afrit 8 thv hmp 50.1,52.4422,4.66797,positive,A9,374
RWS01_MONIBAS_0091hrr0504ra,A9 northBound naar Alkmaar op knppnt Velsen ri afrit 8 thv hmp 50.4,52.4453,4.66709,positive,A9,375
RWS01_MONIBAS_0091hrr0507ra,A9 northBound naar Alkmaar op knppnt Velsen ri afrit 8 thv hmp 50.8,52.4484,4.66718,positive,A9,376
RWS01_MONIBAS_0091hrr0509ra,A9 northBound naar Alkmaar op knppnt Velsen ri afrit 8 thv hmp 50.9,52.4498,4.66746,positive,A9,377
RWS01_MONIBAS_0091hrr0512ra,A9 northBound naar Alkmaar op knppnt Velsen ri afrit 8 thv hmp 51.2,52.4524,4.66845,positive,A9,378
RWS01_MONIBAS_0100vwa0138ra,"A10 clockwise naar De Nieuwe Meer na afrit 12 ri afrit 11 thv hmp 13.8, afrit",52.3367,4.9403,positive,A10,379
RWS01_MONIBAS_0100vwa0146ra,"A10 clockwise naar De Nieuwe Meer na afrit 11 ri afrit 10 thv hmp 14.7, afrit",52.3329,4.92962,positive,A10,380
RWS01_MONIBAS_0100vwa0172ra,"A10 clockwise naar De Nieuwe Meer na afrit 9 ri afrit 8 thv hmp 17.3, afrit",52.3345,4.89644,positive,A10,381
RWS01_MONIBAS_0100vwa0195ra,"A10 clockwise naar De Nieuwe Meer na afrit 8 ri knppnt De Nieuwe Meer thv hmp 19.5, afrit",52.3386,4.86286,positive,A10,382
RWS01_MONIBAS_0100vwb0129ra,"A10 clockwise naar De Nieuwe Meer na afrit 13 ri afrit 12 thv hmp 13.0, oprit",52.3402,4.95125,positive,A10,383
RWS01_MONIBAS_0100vwb0140ra,"A10 clockwise naar De Nieuwe Meer na afrit 12 ri afrit 11 thv hmp 14.0, oprit",52.3357,4.93789,positive,A10,384
RWS01_MONIBAS_0100vwb0147ra,"A10 clockwise naar De Nieuwe Meer na afrit 11 ri afrit 10 thv hmp 14.8, oprit",52.3326,4.92789,positive,A10,385
RWS01_MONIBAS_0100vwb0183ra,"A10 clockwise naar De Nieuwe Meer na afrit 9 ri afrit 8 thv hmp 18.3, oprit",52.3351,4.89446,positive,A10,386
RWS01_MONIBAS_0100vwb0199ra,"A10 clockwise naar De Nieuwe Meer na afrit 8 ri knppnt De Nieuwe Meer thv hmp 19.9, oprit",52.3389,4.8601,positive,A10,387
RWS01_MONIBAS_0100vwp0113ra,"A10 clockwise naar Watergraafsmeer op knppnt Watergraafsmeer ri afrit 13 thv hmp 11.4, vw",52.3528,4.96288,positive,A10,388
RWS01_MONIBAS_0100vwp0276ra,"A10 clockwise naar Coenplein na afrit 2 ri knppnt Westrandweg thv hmp 27.7, vw",52.3966,4.8449,positive,A10,389
RWS01_MONIBAS_0100vwp0281ra,"A10 clockwise naar Coenplein op knppnt Westrandweg ri afrit 1 thv hmp 28.1, vw",52.4,4.84816,positive,A10,390
RWS01_MONIBAS_0100vwp0285ra,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 28.6, vw",52.4031,4.85189,positive,A10,391
RWS01_MONIBAS_0100vwp0287ra,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 28.8, vw",52.4047,4.85376,positive,A10,392
RWS01_MONIBAS_0100vwp0290ra,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 29.1, vw",52.407,4.8567,positive,A10,393
RWS01_MONIBAS_0100vwp0294ra,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 29.5, vw",52.4097,4.86008,positive,A10,394
RWS01_MONIBAS_0100vwp0296ra,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 29.7, vw",52.4113,4.86165,positive,A10,395
RWS01_MONIBAS_0100vwp0298ra,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 29.8, vw",52.4124,4.86277,positive,A10,396
RWS01_MONIBAS_0100vwp0299ra,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 29.9, vw",52.4132,4.86349,positive,A10,397
RWS01_MONIBAS_0100vwp0300ra,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.0, vw",52.414,4.86426,positive,A10,398
RWS01_MONIBAS_0100vwp0301ra,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.1, vw",52.4146,4.86481,positive,A10,399
RWS01_MONIBAS_0100vwp0302ra,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.2, vw",52.4154,4.86558,positive,A10,400
RWS01_MONIBAS_0100vwp0303ra,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.3, vw",52.4161,4.86631,positive,A10,401
RWS01_MONIBAS_0100vwp0307ra,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.7, vw",52.4191,4.86923,positive,A10,402
RWS01_MONIBAS_0100vwp0308ra,"A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.9, vw",52.4202,4.87045,positive,A10,403
RWS01_MONIBAS_0100vwp0312ra,"A10 clockwise naar Coenplein op knppnt Coenplein ri afrit 18 thv hmp 31.2, vw",52.422,4.87427,positive,A10,404
RWS01_MONIBAS_0100vwp0317ra,"A10 clockwise naar Volendam na afrit 18 ri afrit 17 thv hmp 31.7, vw",52.426,4.87504,positive,A10,405
RWS01_MONIBAS_0100vwp0321ra,"A10 clockwise naar Volendam na afrit 18 ri afrit 17 thv hmp 32.2, vw",52.4295,4.87075,positive,A10,406
RWS01_MONIBAS_0100vwp0324ra,"A10 clockwise naar Volendam na afrit 18 ri afrit 17 thv hmp 32.4, vw",52.4311,4.86889,positive,A10,407
RWS01_MONIBAS_0100vwt0113ra,A10 clockwise naar Watergraafsmeer vw van A10 vanuit Coenplein naar A1 richting Amersfoort thv hmp 11.3,52.353,4.96392,positive,A10,408
RWS01_MONIBAS_0100vwt0115ra,A10 clockwise naar Watergraafsmeer vw van A10 vanuit Coenplein naar A1 richting Amersfoort thv hmp 11.6,52.3512,4.96166,positive,A10,409
RWS01_MONIBAS_0100vwt0119ra,A10 clockwise naar Watergraafsmeer vw van A10 vanuit Coenplein naar A1 richting Amersfoort thv hmp 11.9,52.3494,4.96486,positive,A10,410
RWS01_MONIBAS_0100vwt0155ra,A10 clockwise naar De Nieuwe Meer vw van A10 vanuit Watergraafsmeer naar A2 richting Utrecht thv hmp 15.6,52.329,4.91768,positive,A10,411
RWS01_MONIBAS_0100vwt0158ra,A10 clockwise naar De Nieuwe Meer vw van A10 vanuit Watergraafsmeer naar A2 richting Utrecht thv hmp 15.9,52.3294,4.91341,positive,A10,412
RWS01_MONIBAS_0100vwt0163ra,A10 clockwise naar De Nieuwe Meer vw van A10 vanuit Watergraafsmeer naar A2 richting Utrecht thv hmp 16.4,52.3267,4.91104,positive,A10,413
RWS01_MONIBAS_0101hrr0019ra,A10 clockwise naar Volendam na afrit 17 ri afrit 16 thv hmp 1.9,52.4187,4.91172,positive,A10,414
RWS01_MONIBAS_0101hrr0025ra,A10 clockwise naar Volendam na afrit 17 ri afrit 16 thv hmp 2.5,52.4159,4.91924,positive,A10,415
RWS01_MONIBAS_0101hrr0032ra,A10 clockwise naar Volendam na afrit 17 ri afrit 16 thv hmp 3.2,52.4122,4.92699,positive,A10,416
RWS01_MONIBAS_0101hrr0037ra,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 3.7,52.4094,4.93263,positive,A10,417
RWS01_MONIBAS_0101hrr0042ra,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 4.2,52.4073,4.93909,positive,A10,418
RWS01_MONIBAS_0101hrr0045ra,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 4.5,52.4061,4.94349,positive,A10,419
RWS01_MONIBAS_0101hrr0051ra,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 5.2,52.403,4.95113,positive,A10,420
RWS01_MONIBAS_0101hrr0057ra,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 5.8,52.3993,4.9576,positive,A10,421
RWS01_MONIBAS_0101hrr0063ra,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 6.4,52.3948,4.96259,positive,A10,422
RWS01_MONIBAS_0101hrr0067ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 6.8,52.3914,4.96546,positive,A10,423
RWS01_MONIBAS_0101hrr0069ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 7.0,52.3901,4.96667,positive,A10,424
RWS01_MONIBAS_0101hrr0072ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 7.2,52.3881,4.96835,positive,A10,425
RWS01_MONIBAS_0101hrr0074ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 7.5,52.3861,4.96999,positive,A10,426
RWS01_MONIBAS_0101hrr0078ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 7.8,52.3833,4.97188,positive,A10,427
RWS01_MONIBAS_0101hrr0080ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 8.0,52.3813,4.97276,positive,A10,428
RWS01_MONIBAS_0101hrr0085ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 8.5,52.3771,4.9739,positive,A10,429
RWS01_MONIBAS_0101hrr0086ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 8.6,52.3762,4.974,positive,A10,430
RWS01_MONIBAS_0101hrr0087ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 8.8,52.3748,4.97405,positive,A10,431
RWS01_MONIBAS_0101hrr0088ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 8.9,52.3736,4.97401,positive,A10,432
RWS01_MONIBAS_0101hrr0090ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 9.0,52.3724,4.97385,positive,A10,433
RWS01_MONIBAS_0101hrr0092ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 9.2,52.3708,4.97343,positive,A10,434
RWS01_MONIBAS_0101hrr0093ra,A10 clockwise naar Watergraafsmeer na afrit 15 ri afrit 14 thv hmp 9.4,52.3693,4.97292,positive,A10,435
RWS01_MONIBAS_0101hrr0097ra,A10 clockwise naar Watergraafsmeer na afrit 14 ri knppnt Watergraafsmeer thv hmp 9.8,52.3658,4.97122,positive,A10,436
RWS01_MONIBAS_0101hrr0103ra,A10 clockwise naar Watergraafsmeer na afrit 14 ri knppnt Watergraafsmeer thv hmp 10.3,52.3614,4.9688,positive,A10,437
RWS01_MONIBAS_0101hrr0109ra,A10 clockwise naar Watergraafsmeer na afrit 14 ri knppnt Watergraafsmeer thv hmp 10.9,52.3563,4.96592,positive,A10,438
RWS01_MONIBAS_0101hrr0110ra,A10 clockwise naar Watergraafsmeer na afrit 14 ri knppnt Watergraafsmeer thv hmp 11.0,52.3551,4.96522,positive,A10,439
RWS01_MONIBAS_0101hrr0113ra,A10 clockwise naar Watergraafsmeer op knppnt Watergraafsmeer ri afrit 13 thv hmp 11.3,52.353,4.96395,positive,A10,440
RWS01_MONIBAS_0101hrr0118ra,A10 clockwise naar Watergraafsmeer op knppnt Watergraafsmeer ri afrit 13 thv hmp 11.8,52.349,4.96068,positive,A10,441
RWS01_MONIBAS_0101hrr0123ra,A10 clockwise naar Watergraafsmeer op knppnt Watergraafsmeer ri afrit 13 thv hmp 12.3,52.345,4.95667,positive,A10,442
RWS01_MONIBAS_0101hrr0127ra,A10 clockwise naar De Nieuwe Meer na afrit 13 ri afrit 12 thv hmp 12.8,52.3413,4.95321,positive,A10,443
RWS01_MONIBAS_0101hrr0129ra,A10 clockwise naar De Nieuwe Meer na afrit 13 ri afrit 12 thv hmp 13.0,52.34,4.95128,positive,A10,444
RWS01_MONIBAS_0101hrr0133ra,A10 clockwise naar De Nieuwe Meer na afrit 13 ri afrit 12 thv hmp 13.4,52.3382,4.94629,positive,A10,445
RWS01_MONIBAS_0101hrr0135ra,A10 clockwise naar De Nieuwe Meer na afrit 13 ri afrit 12 thv hmp 13.6,52.3376,4.94362,positive,A10,446
RWS01_MONIBAS_0101hrr0138ra,A10 clockwise naar De Nieuwe Meer na afrit 12 ri afrit 11 thv hmp 13.9,52.3364,4.93974,positive,A10,447
RWS01_MONIBAS_0101hrr0141ra,A10 clockwise naar De Nieuwe Meer na afrit 12 ri afrit 11 thv hmp 14.2,52.3349,4.93579,positive,A10,448
RWS01_MONIBAS_0101hrr0144ra,A10 clockwise naar De Nieuwe Meer na afrit 12 ri afrit 11 thv hmp 14.4,52.3339,4.93292,positive,A10,449
RWS01_MONIBAS_0101hrr0147ra,A10 clockwise naar De Nieuwe Meer na afrit 11 ri afrit 10 thv hmp 14.8,52.3323,4.92828,positive,A10,450
RWS01_MONIBAS_0101hrr0149ra,A10 clockwise naar De Nieuwe Meer na afrit 11 ri afrit 10 thv hmp 15.0,52.3314,4.92567,positive,A10,451
RWS01_MONIBAS_0101hrr0153ra,A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 15.3,52.3299,4.92138,positive,A10,452
RWS01_MONIBAS_0101hrr0153rb,A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 15.3,52.3299,4.92138,positive,A10,453
RWS01_MONIBAS_0101hrr0157ra,A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 15.8,52.3285,4.91551,positive,A10,454
RWS01_MONIBAS_0101hrr0163ra,A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 16.3,52.3295,4.90731,positive,A10,455
RWS01_MONIBAS_0101hrr0169ra,A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 16.9,52.3323,4.90058,positive,A10,456
RWS01_MONIBAS_0101hrr0171ra,A10 clockwise naar De Nieuwe Meer op knppnt Amstel ri afrit 9 thv hmp 17.2,52.3339,4.8976,positive,A10,457
RWS01_MONIBAS_0101hrr0175ra,A10 clockwise naar De Nieuwe Meer na afrit 9 ri afrit 8 thv hmp 17.6,52.3362,4.89329,positive,A10,458
RWS01_MONIBAS_0101hrr0180ra,A10 clockwise naar De Nieuwe Meer na afrit 9 ri afrit 8 thv hmp 18.0,52.3387,4.88811,positive,A10,459
RWS01_MONIBAS_0101hrr0185ra,A10 clockwise naar De Nieuwe Meer na afrit 9 ri afrit 8 thv hmp 18.5,52.3397,4.88084,positive,A10,460
RWS01_MONIBAS_0101hrr0189ra,A10 clockwise naar De Nieuwe Meer na afrit 9 ri afrit 8 thv hmp 19.0,52.3395,4.87426,positive,A10,461
RWS01_MONIBAS_0101hrr0194ra,A10 clockwise naar De Nieuwe Meer na afrit 8 ri knppnt De Nieuwe Meer thv hmp 19.4,52.3392,4.86728,positive,A10,462
RWS01_MONIBAS_0101hrr0197ra,A10 clockwise naar De Nieuwe Meer na afrit 8 ri knppnt De Nieuwe Meer thv hmp 19.8,52.3389,4.8621,positive,A10,463
RWS01_MONIBAS_0101hrr0203ra,A10 clockwise naar De Nieuwe Meer op knppnt De Nieuwe Meer ri afrit 7 thv hmp 20.3,52.3385,4.85447,positive,A10,464
RWS01_MONIBAS_0101hrr0205ra,A10 clockwise naar De Nieuwe Meer op knppnt De Nieuwe Meer ri afrit 7 thv hmp 20.6,52.3383,4.85033,positive,A10,465
RWS01_MONIBAS_0101hrr0209ra,A10 clockwise naar De Nieuwe Meer na afrit 8 ri knppnt De Nieuwe Meer thv hmp 21.0,52.3381,4.84459,positive,A10,466
RWS01_MONIBAS_0101hrr0215ra,A10 clockwise naar Coenplein na afrit 7 ri afrit 6 thv hmp 21.5,52.3417,4.84148,positive,A10,467
RWS01_MONIBAS_0101hrr0219ra,A10 clockwise naar Coenplein na afrit 7 ri afrit 6 thv hmp 22.0,52.3455,4.84111,positive,A10,468
RWS01_MONIBAS_0101hrr0225ra,A10 clockwise naar Coenplein na afrit 7 ri afrit 6 thv hmp 22.6,52.3508,4.84251,positive,A10,469
RWS01_MONIBAS_0101hrr0229ra,A10 clockwise naar Coenplein na afrit 6 ri afrit 5 thv hmp 22.9,52.354,4.84272,positive,A10,470
RWS01_MONIBAS_0101hrr0233ra,A10 clockwise naar Coenplein na afrit 6 ri afrit 5 thv hmp 23.4,52.358,4.8426,positive,A10,471
RWS01_MONIBAS_0101hrr0239ra,A10 clockwise naar Coenplein na afrit 6 ri afrit 5 thv hmp 23.9,52.3629,4.84248,positive,A10,472
RWS01_MONIBAS_0101hrr0244ra,A10 clockwise naar Coenplein na afrit 5 ri afrit 4 thv hmp 24.4,52.3678,4.84232,positive,A10,473
RWS01_MONIBAS_0101hrr0244rb,A10 clockwise naar Coenplein na afrit 5 ri afrit 4 thv hmp 24.4,52.3678,4.84232,positive,A10,474
RWS01_MONIBAS_0101hrr0249ra,A10 clockwise naar Coenplein na afrit 5 ri afrit 4 thv hmp 24.9,52.3719,4.84221,positive,A10,475
RWS01_MONIBAS_0101hrr0253ra,A10 clockwise naar Coenplein na afrit 4 ri afrit 3 thv hmp 25.4,52.3759,4.84333,positive,A10,476
RWS01_MONIBAS_0101hrr0258ra,A10 clockwise naar Coenplein na afrit 4 ri afrit 3 thv hmp 25.8,52.3799,4.84484,positive,A10,477
RWS01_MONIBAS_0101hrr0261ra,A10 clockwise naar Coenplein na afrit 3 ri afrit 2 thv hmp 26.2,52.3832,4.84478,positive,A10,478
RWS01_MONIBAS_0101hrr0264ra,A10 clockwise naar Coenplein na afrit 3 ri afrit 2 thv hmp 26.5,52.3857,4.84465,positive,A10,479
RWS01_MONIBAS_0101hrr0267ra,A10 clockwise naar Coenplein na afrit 3 ri afrit 2 thv hmp 26.7,52.3881,4.84451,positive,A10,480
RWS01_MONIBAS_0101hrr0271ra,A10 clockwise naar Coenplein na afrit 2 ri knppnt Westrandweg thv hmp 27.2,52.3923,4.84431,positive,A10,481
RWS01_MONIBAS_0101hrr0276ra,A10 clockwise naar Coenplein na afrit 2 ri knppnt Westrandweg thv hmp 27.6,52.3959,4.84504,positive,A10,482
RWS01_MONIBAS_0101hrr0279ra,A10 clockwise naar Coenplein op knppnt Westrandweg ri afrit 1 thv hmp 27.9,52.3983,4.84685,positive,A10,483
RWS01_MONIBAS_0101hrr0281ra,A10 clockwise naar Coenplein op knppnt Westrandweg ri afrit 1 thv hmp 28.1,52.3998,4.84869,positive,A10,484
RWS01_MONIBAS_0101hrr0285ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 28.6,52.4029,4.85225,positive,A10,485
RWS01_MONIBAS_0101hrr0287ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 28.7,52.4044,4.8539,positive,A10,486
RWS01_MONIBAS_0101hrr0290ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 29.1,52.4069,4.85694,positive,A10,487
RWS01_MONIBAS_0101hrr0294ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 29.5,52.4097,4.86032,positive,A10,488
RWS01_MONIBAS_0101hrr0297ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 29.7,52.4114,4.86205,positive,A10,489
RWS01_MONIBAS_0101hrr0298ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 29.9,52.4126,4.86321,positive,A10,490
RWS01_MONIBAS_0101hrr0299ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.0,52.4134,4.86393,positive,A10,491
RWS01_MONIBAS_0101hrr0300ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.0,52.414,4.86452,positive,A10,492
RWS01_MONIBAS_0101hrr0301ra,A10 clockwise naar Coenplein na afrit 1 ri knppnt Coenplein thv hmp 30.1,52.4146,4.86508,positive,A10,493
