measurementSiteReference,index,specificVehicleCharacteristics,ROADNUMBER,speedID,coordinateID
RWS01_MONICA_00D00102385AD0050005,7B,greaterThan 12.20,A1,4521,1946
RWS01_MONICA_00D00102385AD0050005,8B,anyVehicle,A1,4522,1946
RWS01_MONICA_00D00102385AD0050009,13B,lessThanOrEqualTo 5.60,A1,4523,1946
RWS01_MONICA_00D00102385AD0050009,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A1,4524,1946
RWS01_MONICA_00D00102385AD0050009,15B,greaterThan 12.20,A1,4525,1946
RWS01_MONICA_00D00102385AD0050009,16B,anyVehicle,A1,4526,1946
RWS01_MONICA_00D00102385AD005000D,21B,lessThanOrEqualTo 5.60,A1,4527,1946
RWS01_MONICA_00D00102385AD005000D,22B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A1,4528,1946
RWS01_MONICA_00D00102385AD005000D,23B,greaterThan 12.20,A1,4529,1946
RWS01_MONICA_00D00102385AD005000D,24B,anyVehicle,A1,4530,1946
RWS01_MONICA_00D00102385AD0050085,5B,lessThanOrEqualTo 5.60,A1,4531,1946
RWS01_MONICA_00D00102385AD0050085,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A1,4532,1946
RWS01_MONICA_00D00102385AD0050085,7B,greaterThan 12.20,A1,4533,1946
RWS01_MONICA_00D00102385AD0050085,8B,anyVehicle,A1,4534,1946
RWS01_MONICA_00D00204D40028200005,5B,lessThanOrEqualTo 5.60,A2,4535,1980
RWS01_MONICA_00D00204D40028200005,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4536,1980
RWS01_MONICA_00D00204D40028200005,7B,greaterThan 12.20,A2,4537,1980
RWS01_MONICA_00D00204D40028200005,8B,anyVehicle,A2,4538,1980
RWS01_MONICA_00D00204D40028200009,13B,lessThanOrEqualTo 5.60,A2,4539,1980
RWS01_MONICA_00D00204D40028200009,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4540,1980
RWS01_MONICA_00D00204D40028200009,15B,greaterThan 12.20,A2,4541,1980
RWS01_MONICA_00D00204D40028200009,16B,anyVehicle,A2,4542,1980
RWS01_MONICA_00D00205B400D0050005,5B,lessThanOrEqualTo 5.60,A2,4543,2012
RWS01_MONICA_00D00205B400D0050005,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4544,2012
RWS01_MONICA_00D00205B400D0050005,7B,greaterThan 12.20,A2,4545,2012
RWS01_MONICA_00D00205B400D0050005,8B,anyVehicle,A2,4546,2012
RWS01_MONICA_00D00205B400D0050009,13B,lessThanOrEqualTo 5.60,A2,4547,2012
RWS01_MONICA_00D00205B400D0050009,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4548,2012
RWS01_MONICA_00D00205B400D0050009,15B,greaterThan 12.20,A2,4549,2012
RWS01_MONICA_00D00205B400D0050009,16B,anyVehicle,A2,4550,2012
RWS01_MONICA_00D00205B400D005000D,21B,lessThanOrEqualTo 5.60,A2,4551,2012
RWS01_MONICA_00D00205B400D005000D,22B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4552,2012
RWS01_MONICA_00D00205B400D005000D,23B,greaterThan 12.20,A2,4553,2012
RWS01_MONICA_00D00205B400D005000D,24B,anyVehicle,A2,4554,2012
RWS01_MONICA_00D00205B400D0050085,5B,lessThanOrEqualTo 5.60,A2,4555,2012
RWS01_MONICA_00D00205B400D0050085,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4556,2012
RWS01_MONICA_00D00205B400D0050085,7B,greaterThan 12.20,A2,4557,2012
RWS01_MONICA_00D00205B400D0050085,8B,anyVehicle,A2,4558,2012
RWS01_MONICA_00D00205C446D0070007,5B,lessThanOrEqualTo 5.60,A2,4559,2035
RWS01_MONICA_00D00205C446D0070007,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4560,2035
RWS01_MONICA_00D00205C446D0070007,7B,greaterThan 12.20,A2,4561,2035
RWS01_MONICA_00D00205C446D0070007,8B,anyVehicle,A2,4562,2035
RWS01_MONICA_00D00205C446D007000B,13B,lessThanOrEqualTo 5.60,A2,4563,2035
RWS01_MONICA_00D00205C446D007000B,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4564,2035
RWS01_MONICA_00D00205C446D007000B,15B,greaterThan 12.20,A2,4565,2035
RWS01_MONICA_00D00205C446D007000B,16B,anyVehicle,A2,4566,2035
RWS01_MONICA_00D00205C446D007000F,21B,lessThanOrEqualTo 5.60,A2,4567,2035
RWS01_MONICA_00D00205C446D007000F,22B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4568,2035
RWS01_MONICA_00D00205C446D007000F,23B,greaterThan 12.20,A2,4569,2035
RWS01_MONICA_00D00205C446D007000F,24B,anyVehicle,A2,4570,2035
RWS01_MONICA_00D00205C446D0070013,29B,lessThanOrEqualTo 5.60,A2,4571,2035
RWS01_MONICA_00D00205C446D0070013,30B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4572,2035
RWS01_MONICA_00D00205C446D0070013,31B,greaterThan 12.20,A2,4573,2035
RWS01_MONICA_00D00205C446D0070013,32B,anyVehicle,A2,4574,2035
RWS01_MONICA_00D00205D404D0050005,5B,lessThanOrEqualTo 5.60,A2,4575,2015
RWS01_MONICA_00D00205D404D0050005,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4576,2015
RWS01_MONICA_00D00205D404D0050005,7B,greaterThan 12.20,A2,4577,2015
RWS01_MONICA_00D00205D404D0050005,8B,anyVehicle,A2,4578,2015
RWS01_MONICA_00D00205D404D0050009,13B,lessThanOrEqualTo 5.60,A2,4579,2015
RWS01_MONICA_00D00205D404D0050009,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4580,2015
RWS01_MONICA_00D00205D404D0050009,15B,greaterThan 12.20,A2,4581,2015
RWS01_MONICA_00D00205D404D0050009,16B,anyVehicle,A2,4582,2015
RWS01_MONICA_00D00205D404D005000D,21B,lessThanOrEqualTo 5.60,A2,4583,2015
RWS01_MONICA_00D00205D404D005000D,22B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4584,2015
RWS01_MONICA_00D00205D404D005000D,23B,greaterThan 12.20,A2,4585,2015
RWS01_MONICA_00D00205D404D005000D,24B,anyVehicle,A2,4586,2015
RWS01_MONICA_00D00205D404D0050011,29B,lessThanOrEqualTo 5.60,A2,4587,2015
RWS01_MONICA_00D00205D404D0050011,30B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4588,2015
RWS01_MONICA_00D00205D404D0050011,31B,greaterThan 12.20,A2,4589,2015
RWS01_MONICA_00D00205D404D0050011,32B,anyVehicle,A2,4590,2015
RWS01_MONICA_00D00206040AD0050005,5B,lessThanOrEqualTo 5.60,A2,4591,2017
RWS01_MONICA_00D00206040AD0050005,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4592,2017
RWS01_MONICA_00D00206040AD0050005,7B,greaterThan 12.20,A2,4593,2017
RWS01_MONICA_00D00206040AD0050005,8B,anyVehicle,A2,4594,2017
RWS01_MONICA_00D00206040AD0050009,13B,lessThanOrEqualTo 5.60,A2,4595,2017
RWS01_MONICA_00D00206040AD0050009,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4596,2017
RWS01_MONICA_00D00206040AD0050009,15B,greaterThan 12.20,A2,4597,2017
RWS01_MONICA_00D00206040AD0050009,16B,anyVehicle,A2,4598,2017
RWS01_MONICA_00D00206040AD005000D,21B,lessThanOrEqualTo 5.60,A2,4599,2017
RWS01_MONICA_00D00206040AD005000D,22B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4600,2017
RWS01_MONICA_00D00206040AD005000D,23B,greaterThan 12.20,A2,4601,2017
RWS01_MONICA_00D00206040AD005000D,24B,anyVehicle,A2,4602,2017
RWS01_MONICA_00D00206040AD0050011,29B,lessThanOrEqualTo 5.60,A2,4603,2017
RWS01_MONICA_00D00206040AD0050011,30B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4604,2017
RWS01_MONICA_00D00206040AD0050011,31B,greaterThan 12.20,A2,4605,2017
RWS01_MONICA_00D00206040AD0050011,32B,anyVehicle,A2,4606,2017
RWS01_MONICA_00D00206040AD0050305,5B,lessThanOrEqualTo 5.60,A2,4607,2017
RWS01_MONICA_00D00206040AD0050305,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4608,2017
RWS01_MONICA_00D00206040AD0050305,7B,greaterThan 12.20,A2,4609,2017
RWS01_MONICA_00D00206040AD0050305,8B,anyVehicle,A2,4610,2017
RWS01_MONICA_00D00206040AD0050309,13B,lessThanOrEqualTo 5.60,A2,4611,2017
RWS01_MONICA_00D00206040AD0050309,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4612,2017
RWS01_MONICA_00D00206040AD0050309,15B,greaterThan 12.20,A2,4613,2017
RWS01_MONICA_00D00206040AD0050309,16B,anyVehicle,A2,4614,2017
RWS01_MONICA_00D002061800D0070007,5B,lessThanOrEqualTo 5.60,A2,4615,2039
RWS01_MONICA_00D002061800D0070007,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4616,2039
RWS01_MONICA_00D002061800D0070007,7B,greaterThan 12.20,A2,4617,2039
RWS01_MONICA_00D002061800D0070007,8B,anyVehicle,A2,4618,2039
RWS01_MONICA_00D002061800D007000B,13B,lessThanOrEqualTo 5.60,A2,4619,2039
RWS01_MONICA_00D002061800D007000B,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4620,2039
RWS01_MONICA_00D002061800D007000B,15B,greaterThan 12.20,A2,4621,2039
RWS01_MONICA_00D002061800D007000B,16B,anyVehicle,A2,4622,2039
RWS01_MONICA_00D002061800D007000F,21B,lessThanOrEqualTo 5.60,A2,4623,2039
RWS01_MONICA_00D002061800D007000F,22B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4624,2039
RWS01_MONICA_00D002061800D007000F,23B,greaterThan 12.20,A2,4625,2039
RWS01_MONICA_00D002061800D007000F,24B,anyVehicle,A2,4626,2039
RWS01_MONICA_00D002061800D0070013,29B,lessThanOrEqualTo 5.60,A2,4627,2039
RWS01_MONICA_00D002061800D0070013,30B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4628,2039
RWS01_MONICA_00D002061800D0070013,31B,greaterThan 12.20,A2,4629,2039
RWS01_MONICA_00D002061800D0070013,32B,anyVehicle,A2,4630,2039
RWS01_MONICA_00D002061800D0070017,37B,lessThanOrEqualTo 5.60,A2,4631,2039
RWS01_MONICA_00D002061800D0070017,38B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4632,2039
RWS01_MONICA_00D002061800D0070017,39B,greaterThan 12.20,A2,4633,2039
RWS01_MONICA_00D002061800D0070017,40B,anyVehicle,A2,4634,2039
RWS01_MONICA_00D002061C0CD0050005,5B,lessThanOrEqualTo 5.60,A2,4635,2018
RWS01_MONICA_00D002061C0CD0050005,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4636,2018
RWS01_MONICA_00D002061C0CD0050005,7B,greaterThan 12.20,A2,4637,2018
RWS01_MONICA_00D002061C0CD0050005,8B,anyVehicle,A2,4638,2018
RWS01_MONICA_00D002061C0CD0050009,13B,lessThanOrEqualTo 5.60,A2,4639,2018
RWS01_MONICA_00D002061C0CD0050009,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4640,2018
RWS01_MONICA_00D002061C0CD0050009,15B,greaterThan 12.20,A2,4641,2018
RWS01_MONICA_00D002061C0CD0050009,16B,anyVehicle,A2,4642,2018
RWS01_MONICA_00D002061C0CD005000D,21B,lessThanOrEqualTo 5.60,A2,4643,2018
RWS01_MONICA_00D002061C0CD005000D,22B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4644,2018
RWS01_MONICA_00D002061C0CD005000D,23B,greaterThan 12.20,A2,4645,2018
RWS01_MONICA_00D002061C0CD005000D,24B,anyVehicle,A2,4646,2018
RWS01_MONICA_00D002061C0CD0050011,29B,lessThanOrEqualTo 5.60,A2,4647,2018
RWS01_MONICA_00D002061C0CD0050011,30B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4648,2018
RWS01_MONICA_00D002061C0CD0050011,31B,greaterThan 12.20,A2,4649,2018
RWS01_MONICA_00D002061C0CD0050011,32B,anyVehicle,A2,4650,2018
RWS01_MONICA_00D002061C0CD0050015,37B,lessThanOrEqualTo 5.60,A2,4651,2018
RWS01_MONICA_00D002061C0CD0050015,38B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4652,2018
RWS01_MONICA_00D002061C0CD0050015,39B,greaterThan 12.20,A2,4653,2018
RWS01_MONICA_00D002061C0CD0050015,40B,anyVehicle,A2,4654,2018
RWS01_MONICA_00D002062051D0070007,5B,lessThanOrEqualTo 5.60,A2,4655,2040
RWS01_MONICA_00D002062051D0070007,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4656,2040
RWS01_MONICA_00D002062051D0070007,7B,greaterThan 12.20,A2,4657,2040
RWS01_MONICA_00D002062051D0070007,8B,anyVehicle,A2,4658,2040
RWS01_MONICA_00D002062051D007000B,13B,lessThanOrEqualTo 5.60,A2,4659,2040
RWS01_MONICA_00D002062051D007000B,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4660,2040
RWS01_MONICA_00D002062051D007000B,15B,greaterThan 12.20,A2,4661,2040
RWS01_MONICA_00D002062051D007000B,16B,anyVehicle,A2,4662,2040
RWS01_MONICA_00D002062051D007000F,21B,lessThanOrEqualTo 5.60,A2,4663,2040
RWS01_MONICA_00D002062051D007000F,22B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4664,2040
RWS01_MONICA_00D002062051D007000F,23B,greaterThan 12.20,A2,4665,2040
RWS01_MONICA_00D002062051D007000F,24B,anyVehicle,A2,4666,2040
RWS01_MONICA_00D002062051D0070013,29B,lessThanOrEqualTo 5.60,A2,4667,2040
RWS01_MONICA_00D002062051D0070013,30B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4668,2040
RWS01_MONICA_00D002062051D0070013,31B,greaterThan 12.20,A2,4669,2040
RWS01_MONICA_00D002062051D0070013,32B,anyVehicle,A2,4670,2040
RWS01_MONICA_00D002062051D0070017,37B,lessThanOrEqualTo 5.60,A2,4671,2040
RWS01_MONICA_00D002062051D0070017,38B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A2,4672,2040
RWS01_MONICA_00D002062051D0070017,39B,greaterThan 12.20,A2,4673,2040
RWS01_MONICA_00D002062051D0070017,40B,anyVehicle,A2,4674,2040
RWS01_MONICA_00D00400FC45D0070007,5B,lessThanOrEqualTo 5.60,A4,4675,2143
RWS01_MONICA_00D00400FC45D0070007,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A4,4676,2143
RWS01_MONICA_00D00400FC45D0070007,7B,greaterThan 12.20,A4,4677,2143
RWS01_MONICA_00D00400FC45D0070007,8B,anyVehicle,A4,4678,2143
RWS01_MONICA_00D00400FC45D007000B,13B,lessThanOrEqualTo 5.60,A4,4679,2143
RWS01_MONICA_00D00400FC45D007000B,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A4,4680,2143
RWS01_MONICA_00D00400FC45D007000B,15B,greaterThan 12.20,A4,4681,2143
RWS01_MONICA_00D00400FC45D007000B,16B,anyVehicle,A4,4682,2143
RWS01_MONICA_00D00400FC45D007000F,21B,lessThanOrEqualTo 5.60,A4,4683,2143
RWS01_MONICA_00D00400FC45D007000F,22B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A4,4684,2143
RWS01_MONICA_00D00400FC45D007000F,23B,greaterThan 12.20,A4,4685,2143
RWS01_MONICA_00D00400FC45D007000F,24B,anyVehicle,A4,4686,2143
RWS01_MONICA_00D00400FC45D0070013,29B,lessThanOrEqualTo 5.60,A4,4687,2143
RWS01_MONICA_00D00400FC45D0070013,30B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A4,4688,2143
RWS01_MONICA_00D00400FC45D0070013,31B,greaterThan 12.20,A4,4689,2143
RWS01_MONICA_00D00400FC45D0070013,32B,anyVehicle,A4,4690,2143
RWS01_MONICA_00D005008454D0050005,5B,lessThanOrEqualTo 5.60,A5,4691,2203
RWS01_MONICA_00D005008454D0050005,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4692,2203
RWS01_MONICA_00D005008454D0050005,7B,greaterThan 12.20,A5,4693,2203
RWS01_MONICA_00D005008454D0050005,8B,anyVehicle,A5,4694,2203
RWS01_MONICA_00D005008454D0050009,13B,lessThanOrEqualTo 5.60,A5,4695,2203
RWS01_MONICA_00D005008454D0050009,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4696,2203
RWS01_MONICA_00D005008454D0050009,15B,greaterThan 12.20,A5,4697,2203
RWS01_MONICA_00D005008454D0050009,16B,anyVehicle,A5,4698,2203
RWS01_MONICA_00D005008454D0070007,5B,lessThanOrEqualTo 5.60,A5,4699,2249
RWS01_MONICA_00D005008454D0070007,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4700,2249
RWS01_MONICA_00D005008454D0070007,7B,greaterThan 12.20,A5,4701,2249
RWS01_MONICA_00D005008454D0070007,8B,anyVehicle,A5,4702,2249
RWS01_MONICA_00D005008454D007000B,13B,lessThanOrEqualTo 5.60,A5,4703,2249
RWS01_MONICA_00D005008454D007000B,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4704,2249
RWS01_MONICA_00D005008454D007000B,15B,greaterThan 12.20,A5,4705,2249
RWS01_MONICA_00D005008454D007000B,16B,anyVehicle,A5,4706,2249
RWS01_MONICA_00D005014446D0050005,5B,lessThanOrEqualTo 5.60,A5,4707,2216
RWS01_MONICA_00D005014446D0050005,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4708,2216
RWS01_MONICA_00D005014446D0050005,7B,greaterThan 12.20,A5,4709,2216
RWS01_MONICA_00D005014446D0050005,8B,anyVehicle,A5,4710,2216
RWS01_MONICA_00D005014446D0050009,13B,lessThanOrEqualTo 5.60,A5,4711,2216
RWS01_MONICA_00D005014446D0050009,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4712,2216
RWS01_MONICA_00D005014446D0050009,15B,greaterThan 12.20,A5,4713,2216
RWS01_MONICA_00D005014446D0050009,16B,anyVehicle,A5,4714,2216
RWS01_MONICA_00D005014446D0070007,5B,lessThanOrEqualTo 5.60,A5,4715,2262
RWS01_MONICA_00D005014446D0070007,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4716,2262
RWS01_MONICA_00D005014446D0070007,7B,greaterThan 12.20,A5,4717,2262
RWS01_MONICA_00D005014446D0070007,8B,anyVehicle,A5,4718,2262
RWS01_MONICA_00D005014446D007000B,13B,lessThanOrEqualTo 5.60,A5,4719,2262
RWS01_MONICA_00D005014446D007000B,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4720,2262
RWS01_MONICA_00D005014446D007000B,15B,greaterThan 12.20,A5,4721,2262
RWS01_MONICA_00D005014446D007000B,16B,anyVehicle,A5,4722,2262
RWS01_MONICA_00D00501583DD0070007,5B,lessThanOrEqualTo 5.60,A5,4723,2263
RWS01_MONICA_00D00501583DD0070007,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4724,2263
RWS01_MONICA_00D00501583DD0070007,7B,greaterThan 12.20,A5,4725,2263
RWS01_MONICA_00D00501583DD0070007,8B,anyVehicle,A5,4726,2263
RWS01_MONICA_00D00501583DD007000B,13B,lessThanOrEqualTo 5.60,A5,4727,2263
RWS01_MONICA_00D00501583DD007000B,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4728,2263
RWS01_MONICA_00D00501583DD007000B,15B,greaterThan 12.20,A5,4729,2263
RWS01_MONICA_00D00501583DD007000B,16B,anyVehicle,A5,4730,2263
RWS01_MONICA_00D005017028D0050005,5B,lessThanOrEqualTo 5.60,A5,4731,2218
RWS01_MONICA_00D005017028D0050005,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4732,2218
RWS01_MONICA_00D005017028D0050005,7B,greaterThan 12.20,A5,4733,2218
RWS01_MONICA_00D005017028D0050005,8B,anyVehicle,A5,4734,2218
RWS01_MONICA_00D005017028D0050009,13B,lessThanOrEqualTo 5.60,A5,4735,2218
RWS01_MONICA_00D005017028D0050009,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4736,2218
RWS01_MONICA_00D005017028D0050009,15B,greaterThan 12.20,A5,4737,2218
RWS01_MONICA_00D005017028D0050009,16B,anyVehicle,A5,4738,2218
RWS01_MONICA_00D005017028D0050085,5B,lessThanOrEqualTo 5.60,A5,4739,2218
RWS01_MONICA_00D005017028D0050085,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4740,2218
RWS01_MONICA_00D005017028D0050085,7B,greaterThan 12.20,A5,4741,2218
RWS01_MONICA_00D005017028D0050085,8B,anyVehicle,A5,4742,2218
RWS01_MONICA_00D005017028D0050089,13B,lessThanOrEqualTo 5.60,A5,4743,2218
RWS01_MONICA_00D005017028D0050089,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4744,2218
RWS01_MONICA_00D005017028D0050089,15B,greaterThan 12.20,A5,4745,2218
RWS01_MONICA_00D005017028D0050089,16B,anyVehicle,A5,4746,2218
RWS01_MONICA_00D005017053D0070007,5B,lessThanOrEqualTo 5.60,A5,4747,2264
RWS01_MONICA_00D005017053D0070007,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4748,2264
RWS01_MONICA_00D005017053D0070007,7B,greaterThan 12.20,A5,4749,2264
RWS01_MONICA_00D005017053D0070007,8B,anyVehicle,A5,4750,2264
RWS01_MONICA_00D005017053D007000B,13B,lessThanOrEqualTo 5.60,A5,4751,2264
RWS01_MONICA_00D005017053D007000B,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4752,2264
RWS01_MONICA_00D005017053D007000B,15B,greaterThan 12.20,A5,4753,2264
RWS01_MONICA_00D005017053D007000B,16B,anyVehicle,A5,4754,2264
RWS01_MONICA_00D005018037D0070007,5B,lessThanOrEqualTo 5.60,A5,4755,2265
RWS01_MONICA_00D005018037D0070007,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4756,2265
RWS01_MONICA_00D005018037D0070007,7B,greaterThan 12.20,A5,4757,2265
RWS01_MONICA_00D005018037D0070007,8B,anyVehicle,A5,4758,2265
RWS01_MONICA_00D005018037D007000B,13B,lessThanOrEqualTo 5.60,A5,4759,2265
RWS01_MONICA_00D005018037D007000B,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4760,2265
RWS01_MONICA_00D005018037D007000B,15B,greaterThan 12.20,A5,4761,2265
RWS01_MONICA_00D005018037D007000B,16B,anyVehicle,A5,4762,2265
RWS01_MONICA_00D005018037D0070107,5B,lessThanOrEqualTo 5.60,A5,4763,2265
RWS01_MONICA_00D005018037D0070107,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4764,2265
RWS01_MONICA_00D005018037D0070107,7B,greaterThan 12.20,A5,4765,2265
RWS01_MONICA_00D005018037D0070107,8B,anyVehicle,A5,4766,2265
RWS01_MONICA_00D005018C55D0050005,5B,lessThanOrEqualTo 5.60,A5,4767,2220
RWS01_MONICA_00D005018C55D0050005,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4768,2220
RWS01_MONICA_00D005018C55D0050005,7B,greaterThan 12.20,A5,4769,2220
RWS01_MONICA_00D005018C55D0050005,8B,anyVehicle,A5,4770,2220
RWS01_MONICA_00D005018C55D0050009,13B,lessThanOrEqualTo 5.60,A5,4771,2220
RWS01_MONICA_00D005018C55D0050009,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4772,2220
RWS01_MONICA_00D005018C55D0050009,15B,greaterThan 12.20,A5,4773,2220
RWS01_MONICA_00D005018C55D0050009,16B,anyVehicle,A5,4774,2220
RWS01_MONICA_00D005018C55D0070007,5B,lessThanOrEqualTo 5.60,A5,4775,2266
RWS01_MONICA_00D005018C55D0070007,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4776,2266
RWS01_MONICA_00D005018C55D0070007,7B,greaterThan 12.20,A5,4777,2266
RWS01_MONICA_00D005018C55D0070007,8B,anyVehicle,A5,4778,2266
RWS01_MONICA_00D005018C55D007000B,13B,lessThanOrEqualTo 5.60,A5,4779,2266
RWS01_MONICA_00D005018C55D007000B,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4780,2266
RWS01_MONICA_00D005018C55D007000B,15B,greaterThan 12.20,A5,4781,2266
RWS01_MONICA_00D005018C55D007000B,16B,anyVehicle,A5,4782,2266
RWS01_MONICA_00D00501A450D0050005,5B,lessThanOrEqualTo 5.60,A5,4783,2221
RWS01_MONICA_00D00501A450D0050005,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4784,2221
RWS01_MONICA_00D00501A450D0050005,7B,greaterThan 12.20,A5,4785,2221
RWS01_MONICA_00D00501A450D0050005,8B,anyVehicle,A5,4786,2221
RWS01_MONICA_00D00501A450D0050009,13B,lessThanOrEqualTo 5.60,A5,4787,2221
RWS01_MONICA_00D00501A450D0050009,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4788,2221
RWS01_MONICA_00D00501A450D0050009,15B,greaterThan 12.20,A5,4789,2221
RWS01_MONICA_00D00501A450D0050009,16B,anyVehicle,A5,4790,2221
RWS01_MONICA_00D00501A450D0070007,5B,lessThanOrEqualTo 5.60,A5,4791,2267
RWS01_MONICA_00D00501A450D0070007,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4792,2267
RWS01_MONICA_00D00501A450D0070007,7B,greaterThan 12.20,A5,4793,2267
RWS01_MONICA_00D00501A450D0070007,8B,anyVehicle,A5,4794,2267
RWS01_MONICA_00D00501A450D007000B,13B,lessThanOrEqualTo 5.60,A5,4795,2267
RWS01_MONICA_00D00501A450D007000B,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4796,2267
RWS01_MONICA_00D00501A450D007000B,15B,greaterThan 12.20,A5,4797,2267
RWS01_MONICA_00D00501A450D007000B,16B,anyVehicle,A5,4798,2267
RWS01_MONICA_00D00501B83DD0050005,5B,lessThanOrEqualTo 5.60,A5,4799,2222
RWS01_MONICA_00D00501B83DD0050005,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4800,2222
RWS01_MONICA_00D00501B83DD0050005,7B,greaterThan 12.20,A5,4801,2222
RWS01_MONICA_00D00501B83DD0050005,8B,anyVehicle,A5,4802,2222
RWS01_MONICA_00D00501B83DD0050009,13B,lessThanOrEqualTo 5.60,A5,4803,2222
RWS01_MONICA_00D00501B83DD0050009,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4804,2222
RWS01_MONICA_00D00501B83DD0050009,15B,greaterThan 12.20,A5,4805,2222
RWS01_MONICA_00D00501B83DD0050009,16B,anyVehicle,A5,4806,2222
RWS01_MONICA_00D00501B851D0070007,5B,lessThanOrEqualTo 5.60,A5,4807,2268
RWS01_MONICA_00D00501B851D0070007,6B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4808,2268
RWS01_MONICA_00D00501B851D0070007,7B,greaterThan 12.20,A5,4809,2268
RWS01_MONICA_00D00501B851D0070007,8B,anyVehicle,A5,4810,2268
RWS01_MONICA_00D00501B851D007000B,13B,lessThanOrEqualTo 5.60,A5,4811,2268
RWS01_MONICA_00D00501B851D007000B,14B,greaterThan 5.60 and lessThanOrEqualTo 12.20,A5,4812,2268
