measurementSiteReference,generatedSiteName,carriageway,startLocatieForDisplayLat,startLocatieForDisplayLong,eindLocatieForDisplayLat,eindLocatieForDisplayLong,alertCDirectionCoded,ROADNUMBER,LocationTableNumber,LocationTableVersion,specificLocation,offsetDistance,LOC_TYPE,LOC_DES,measurementSiteNumberOfLanes,primaryLocation_specificLocation,primaryLocation_offsetDistance,secondaryLocation_specificLocation,secondaryLocation_offsetDistance,ROADNUMBER_PRIM,lengthAffected
RWS01_MONIBAS_0051hrr0074ra0,Nog niet gegenereerd,,52.3495,4.7363,52.3559,4.73933,positive,A5,5.11,A,19645,1430,P3.2,Brug,2,19645,1430,21618,1732,A5,738
RWS01_MONIBAS_0051hrr0081ra0,Nog niet gegenereerd,,52.3559,4.73933,52.3597,4.74274,positive,A5,5.11,A,19645,939,P1.1,Knooppunt,2,19645,939,19645,570,A5,491
RWS01_MONIBAS_0051hrr0086ra0,Nog niet gegenereerd,,52.3597,4.74274,52.364,4.74844,positive,A5,5.11,A,19645,317,P1.1,Knooppunt,2,19645,317,19645,1061,A5,622
RWS01_MONIBAS_0051hrr0092ra0,Nog niet gegenereerd,,52.364,4.74844,52.3663,4.75247,positive,A5,5.11,A,21972,4245,P1.1,Knooppunt,2,21972,4245,19645,1683,A5,372
RWS01_MONIBAS_0051hrr0096ra0,Nog niet gegenereerd,,52.3663,4.75247,52.368,4.75642,positive,A5,5.11,A,21972,3915,P1.1,Knooppunt,2,21972,3915,19645,2055,A5,330
RWS01_MONIBAS_0051hrr0099ra0,Nog niet gegenereerd,,52.368,4.75642,52.3715,4.76299,positive,A5,5.11,A,21972,3320,P1.1,Knooppunt,2,21972,3320,19645,2385,A5,595
RWS01_MONIBAS_0051hrr0105ra0,Nog niet gegenereerd,,52.3715,4.76299,52.3754,4.76659,positive,A5,5.11,A,21972,2819,P1.1,Knooppunt,2,21972,2819,19645,2980,A5,501
RWS01_MONIBAS_0051hrr0110ra0,Nog niet gegenereerd,,52.3754,4.76659,52.3802,4.76789,positive,A5,5.11,A,21972,2279,P1.1,Knooppunt,2,21972,2279,19645,3481,A5,540
RWS01_MONIBAS_0051hrr0116ra0,Nog niet gegenereerd,,52.3802,4.76789,52.385,4.76795,positive,A5,5.11,A,21972,1739,P1.1,Knooppunt,2,21972,1739,19645,4021,A5,540
RWS01_MONIBAS_0051hrr0121ra0,Nog niet gegenereerd,,52.385,4.76795,52.3913,4.77319,positive,A5,5.11,A,21972,934,P1.1,Knooppunt,2,21972,934,19645,4561,A5,805
RWS01_MONIBAS_0051hrr0129ra0,Nog niet gegenereerd,,52.3913,4.77319,52.3933,4.78376,positive,A5,5.11,A,21972,159,P1.1,Knooppunt,2,21972,159,19645,5366,A5,775
RWS01_MONIBAS_0051hrr0137ra0,Nog niet gegenereerd,,52.3933,4.78376,52.3933,4.7886,positive,A5,5.11,A,21973,929,P1.3,Afrit,2,21973,929,21972,341,A5,330
RWS01_MONIBAS_0051hrr0140ra0,Nog niet gegenereerd,,52.3933,4.7886,52.3933,4.79333,positive,A5,5.11,A,21973,606,P1.3,Afrit,3,21973,606,21972,671,A5,323
RWS01_MONIBAS_0051hrr0143ra0,Nog niet gegenereerd,,52.3933,4.79333,52.3934,4.7988,positive,A5,5.11,A,21973,233,P1.3,Afrit,3,21973,233,21972,994,A5,373
RWS01_MONIBAS_0051hrr0147ra0,Nog niet gegenereerd,,52.3934,4.7988,52.3921,4.81263,positive,A5,5.11,A,21979,3270,P1.3,Afrit,2,21979,3270,21973,367,A5,963
RWS01_MONIBAS_0051hrr0157ra0,Nog niet gegenereerd,,52.3921,4.81263,52.3918,4.82017,positive,A5,5.11,A,21979,2750,P1.3,Afrit,2,21979,2750,21973,1330,A5,520
RWS01_MONIBAS_0051hrr0162ra0,Nog niet gegenereerd,,52.3918,4.82017,52.3918,4.82785,positive,A5,5.11,A,21979,2222,P1.3,Afrit,2,21979,2222,21973,1850,A5,528
RWS01_MONIBAS_0051hrr0167ra0,Nog niet gegenereerd,,52.3918,4.82785,52.3922,4.83595,positive,A5,5.11,A,21979,1661,P1.3,Afrit,2,21979,1661,21973,2378,A5,561
RWS01_MONIBAS_0051hrr0173ra0,Nog niet gegenereerd,,52.3922,4.83595,52.395,4.84208,positive,A5,5.11,A,21979,1127,P1.3,Afrit,2,21979,1127,21973,2939,A5,534
RWS01_MONIBAS_0051hrr0178ra0,Nog niet gegenereerd,,52.395,4.84208,52.4013,4.85004,positive,A5,5.11,A,21979,225,P1.3,Afrit,2,21979,225,21973,3473,A5,902
RWS01_MONIBAS_0051hrr0187ra0,Nog niet gegenereerd,,52.4013,4.85004,52.4031,4.85189,positive,A5,5.11,A,21979,0,P1.3,Afrit,5,7210,350,21973,4375,A10,475
RWS01_MONIBAS_0080vwf0010ra0,Nog niet gegenereerd,,52.4234,4.87434,52.4207,4.87015,positive,A8,5.11,A,10550,0,P1.14,Verbindingsweg,3,10550,0,10550,605,A8,420
RWS01_MONIBAS_0080vwf0016ra0,Nog niet gegenereerd,,52.4276,4.87219,52.4229,4.87445,positive,A8,5.11,A,10550,0,P1.14,Verbindingsweg,4,10550,0,10550,80,A8,545
RWS01_MONIBAS_0080vwf0016ra1,Nog niet gegenereerd,,52.4276,4.87219,52.4234,4.87434,positive,A8,5.11,A,10550,495,P1.14,Verbindingsweg,4,10550,495,10550,80,A8,525
RWS01_MONIBAS_0081hrl0013ra0,Nog niet gegenereerd,,52.426,4.87429,52.4242,4.88239,positive,A8,5.11,A,10552,195,P1.2,Knooppunt (triangle),3,10552,195,10552,105,A8,700
RWS01_MONIBAS_0081hrl0021ra0,Nog niet gegenereerd,,52.4316,4.86802,52.426,4.87429,positive,A8,5.11,A,10552,895,P1.3,Afrit,2,10552,895,10549,755,A8,750
RWS01_MONIBAS_0081hrl0021rb0,Nog niet gegenereerd,,52.4316,4.86802,52.4276,4.87219,positive,A8,5.11,A,10550,1020,P1.3,Afrit,4,10550,1020,10549,755,A8,513
RWS01_MONIBAS_0081hrl0025ra0,Nog niet gegenereerd,,52.4345,4.86481,52.4316,4.86802,positive,A8,5.11,A,10549,545,P1.3,Afrit,6,10549,545,10549,365,A8,390
RWS01_MONIBAS_0081hrl0025ra1,Nog niet gegenereerd,,52.4345,4.86481,52.4316,4.86802,positive,A8,5.11,A,10549,545,P1.3,Afrit,6,10549,545,10549,365,A8,390
RWS01_MONIBAS_0081hrl0029ra0,Nog niet gegenereerd,,52.4372,4.86183,52.4345,4.86481,positive,A8,5.11,A,10549,935,P1.3,Afrit,6,10549,935,10549,0,A8,365
RWS01_MONIBAS_0081hrl0032ra0,Nog niet gegenereerd,,52.4399,4.85888,52.4372,4.86183,positive,A8,5.11,A,10549,1300,P1.1,Knooppunt,6,10549,1300,10545,2045,A8,355
RWS01_MONIBAS_0081hrl0036ra0,Nog niet gegenereerd,,52.4428,4.85561,52.4399,4.85888,positive,A8,5.11,A,10549,1655,P1.1,Knooppunt,5,10549,1655,10545,1650,A8,395
RWS01_MONIBAS_0081hrl0042ra0,Nog niet gegenereerd,,52.4473,4.85054,52.4428,4.85561,positive,A8,5.11,A,10549,2050,P1.1,Knooppunt,5,10549,2050,10545,1035,A8,615
RWS01_MONIBAS_0081hrr0008ra0,Nog niet gegenereerd,,52.4221,4.87501,52.426,4.87581,negative,A8,5.11,A,10552,285,P1.2,Knooppunt (triangle),3,10552,285,10552,340,A8,475
RWS01_MONIBAS_0081hrr0013ra0,Nog niet gegenereerd,,52.426,4.87581,52.43,4.87043,negative,A8,5.11,A,10549,895,P1.2,Knooppunt (triangle),3,10549,895,10552,815,A8,590
RWS01_MONIBAS_0081hrr0019ra0,Nog niet gegenereerd,,52.43,4.87043,52.4352,4.86453,negative,A8,5.11,A,10549,195,P1.2,Knooppunt (triangle),4,10549,195,10552,1405,A8,700
RWS01_MONIBAS_0081hrr0026ra0,Nog niet gegenereerd,,52.4352,4.86453,52.4376,4.8618,negative,A8,5.11,A,10545,2765,P1.3,Afrit,5,10545,2765,10549,605,A8,330
RWS01_MONIBAS_0081hrr0029ra0,Nog niet gegenereerd,,52.4376,4.8618,52.4399,4.85921,negative,A8,5.11,A,10545,2455,P1.3,Afrit,7,10545,2455,10549,935,A8,310
RWS01_MONIBAS_0081hrr0032ra0,Nog niet gegenereerd,,52.4399,4.85921,52.443,4.85571,negative,A8,5.11,A,10545,2035,P1.3,Afrit,7,10545,2035,10549,1245,A8,420
RWS01_MONIBAS_0081hrr0036ra0,Nog niet gegenereerd,,52.443,4.85571,52.4475,4.85064,negative,A8,5.11,A,10543,3325,P1.3,Afrit,5,10543,3325,10549,1665,A8,610
RWS01_MONIBAS_0090vwr0339ra0,Nog niet gegenereerd,,52.3293,4.79916,52.3339,4.80386,positive,A9,5.11,A,10577,0,P1.14,Verbindingsweg,1,9234,1256,10577,200,A4,731
RWS01_MONIBAS_0090vwr0386ra0,Nog niet gegenereerd,,52.3554,4.74339,52.3596,4.74304,positive,A9,5.11,A,21975,175,P1.14,Verbindingsweg,1,21975,175,21975,100,A9,525
RWS01_MONIBAS_0090vws0050ra0,Nog niet gegenereerd,,52.3323,5.00757,52.3325,5.01732,negative,A9,5.11,A,10562,0,P1.14,Verbindingsweg,2,7009,3152,10562,800,A1,738
RWS01_MONIBAS_0090vws0054ra0,Nog niet gegenereerd,,52.3285,5.00591,52.3323,5.00757,negative,A9,5.11,A,10562,200,P1.14,Verbindingsweg,2,10562,200,10562,322,A9,478
RWS01_MONIBAS_0090vws0388ra0,Nog niet gegenereerd,,52.3546,4.73693,52.3494,4.73586,negative,A9,5.11,A,10626,0,P1.14,Verbindingsweg,2,21618,1708,10626,871,A5,621
RWS01_MONIBAS_0090vws0395ra0,Nog niet gegenereerd,,52.3603,4.73283,52.3546,4.73693,negative,A9,5.11,A,10626,329,P1.14,Verbindingsweg,2,10626,329,10626,200,A9,671
RWS01_MONIBAS_0090vwv0381ra0,Nog niet gegenereerd,,52.3524,4.74878,52.3554,4.74331,positive,A9,5.11,A,10625,800,P1.14,Verbindingsweg,1,10625,800,10625,100,A9,500
RWS01_MONIBAS_0090vwv0386ra0,Nog niet gegenereerd,,52.3554,4.74331,52.3539,4.74554,positive,A9,5.11,A,10625,2,P1.14,Verbindingsweg,2,10625,2,10625,600,A9,798
RWS01_MONIBAS_0090vww0378ra0,Nog niet gegenereerd,,52.3599,4.7432,52.3664,4.75237,negative,A9,5.11,A,21976,0,P1.14,Verbindingsweg,2,21972,4245,21976,965,A5,990
RWS01_MONIBAS_0090vww0383ra0,Nog niet gegenereerd,,52.356,4.73981,52.3599,4.7432,negative,A9,5.11,A,21976,135,P1.14,Verbindingsweg,1,21976,135,21976,480,A9,485
RWS01_MONIBAS_0090vwx0335ra0,Nog niet gegenereerd,,52.3262,4.80032,52.3284,4.79623,positive,A9,5.11,A,10579,800,P1.1,Knooppunt,2,10579,800,10579,235,A9,365
RWS01_MONIBAS_0090vwx0335rb0,Nog niet gegenereerd,,52.3262,4.80032,52.3293,4.79916,positive,A9,5.11,A,10577,100,P1.3,Afrit,1,10577,100,10576,1535,A9,570
RWS01_MONIBAS_0090vwx0339ra0,Nog niet gegenereerd,,52.3284,4.79623,52.3313,4.79067,positive,A9,5.11,A,10579,300,P1.1,Knooppunt,3,10579,300,10579,600,A9,500
RWS01_MONIBAS_0090vwy0340ra0,Nog niet gegenereerd,,52.3287,4.79479,52.3228,4.80473,negative,A9,5.11,A,10576,960,P1.1,Knooppunt,3,10576,960,10579,700,A9,1391
RWS01_MONIBAS_0090vwy0384ra0,Nog niet gegenereerd,,52.3539,4.74509,52.3511,4.75029,negative,A9,5.11,A,10624,130,P1.1,Knooppunt,1,10624,130,10624,1400,A9,470
RWS01_MONIBAS_0090vwy0390ra0,Nog niet gegenereerd,,52.3574,4.73848,52.356,4.73981,negative,A9,5.11,A,21976,620,P1.3,Afrit,2,21976,620,10583,2900,A9,680
RWS01_MONIBAS_0090vwy0395ra0,Nog niet gegenereerd,,52.3604,4.73295,52.3574,4.73848,negative,A9,5.11,A,10624,1200,P1.1,Knooppunt,2,10624,1200,10624,300,A9,500
RWS01_MONIBAS_0090vwy0401ra0,Nog niet gegenereerd,,52.3729,4.71035,52.3604,4.73295,negative,A9,5.11,A,10624,1700,P1.3,Afrit,2,10624,1700,10583,1800,A9,600
RWS01_MONIBAS_0090vwy0401ra1,Nog niet gegenereerd,,52.3729,4.71035,52.3603,4.73283,negative,A9,5.11,A,10626,1000,P1.3,Afrit,2,10626,1000,10583,1800,A9,600
RWS01_MONIBAS_0091hrl0054ra0,Nog niet gegenereerd,,52.3284,5.00568,52.3325,5.00514,negative,A9,5.11,A,10560,720,P1.2,Knooppunt (triangle),2,10560,720,10560,422,A9,458
RWS01_MONIBAS_0091hrl0059ra0,Nog niet gegenereerd,,52.3243,5.00488,52.3285,5.00591,negative,A9,5.11,A,10562,678,P1.3,Afrit,3,10562,678,10563,1850,A9,472
RWS01_MONIBAS_0091hrl0059ra1,Nog niet gegenereerd,,52.3243,5.00488,52.3284,5.00568,negative,A9,5.11,A,10560,1178,P1.3,Afrit,3,10560,1178,10563,1850,A9,472
RWS01_MONIBAS_0091hrl0062ra0,Nog niet gegenereerd,,52.3216,5.0029,52.3243,5.00488,negative,A9,5.11,A,10560,1650,P1.3,Afrit,3,10560,1650,10563,1522,A9,328
RWS01_MONIBAS_0091hrl0066ra0,Nog niet gegenereerd,,52.3192,4.99986,52.3216,5.0029,negative,A9,5.11,A,10560,1978,P1.3,Afrit,3,10560,1978,10563,1190,A9,332
RWS01_MONIBAS_0091hrl0071ra0,Nog niet gegenereerd,,52.316,4.99387,52.3192,4.99986,negative,A9,5.11,A,10560,2310,P1.3,Afrit,3,10560,2310,10563,650,A9,540
RWS01_MONIBAS_0091hrl0075ra0,Nog niet gegenereerd,,52.314,4.98905,52.316,4.99387,negative,A9,5.11,A,10560,2850,P1.3,Afrit,3,10560,2850,10563,250,A9,400
RWS01_MONIBAS_0091hrl0079ra0,Nog niet gegenereerd,,52.3124,4.98458,52.314,4.98905,negative,A9,5.11,A,10563,50,P1.3,Afrit,3,10563,50,10564,1500,A9,350
RWS01_MONIBAS_0091hrl0084ra0,Nog niet gegenereerd,,52.3101,4.97794,52.3124,4.98458,negative,A9,5.11,A,10563,400,P1.3,Afrit,3,10563,400,10564,985,A9,515
RWS01_MONIBAS_0091hrl0089ra0,Nog niet gegenereerd,,52.3077,4.97081,52.3101,4.97794,negative,A9,5.11,A,10564,15,P1.3,Afrit,3,10564,15,10564,430,A9,555
RWS01_MONIBAS_0091hrl0095ra0,Nog niet gegenereerd,,52.3053,4.96393,52.3077,4.97081,negative,A9,5.11,A,10564,570,P1.3,Afrit,3,10564,570,10565,1290,A9,540
RWS01_MONIBAS_0091hrl0098ra0,Nog niet gegenereerd,,52.3038,4.95942,52.3058,4.96532,negative,A9,5.11,A,10564,1000,P1.3,Afrit,3,10564,1000,10565,940,A9,460
RWS01_MONIBAS_0091hrl0109ra0,Nog niet gegenereerd,,52.2989,4.9452,52.3004,4.94962,negative,A9,5.11,A,10565,230,P1.1,Knooppunt,3,10565,230,10568,2720,A9,350
RWS01_MONIBAS_0091hrl0230ra0,Nog niet gegenereerd,,52.2861,4.93402,52.286,4.93854,negative,A9,5.11,A,10565,3400,P1.3,Afrit,4,10565,3400,10572,5590,A9,310
RWS01_MONIBAS_0091hrl0235ra0,Nog niet gegenereerd,,52.2867,4.92689,52.2861,4.93402,negative,A9,5.11,A,10565,3710,P1.3,Afrit,3,10565,3710,10572,5100,A9,490
RWS01_MONIBAS_0091hrl0241ra0,Nog niet gegenereerd,,52.2878,4.91787,52.2867,4.92689,negative,A9,5.11,A,10565,4200,P1.3,Afrit,3,10565,4200,10572,4470,A9,630
RWS01_MONIBAS_0091hrl0247ra0,Nog niet gegenereerd,,52.2895,4.90922,52.2878,4.91787,negative,A9,5.11,A,10565,4830,P1.3,Afrit,3,10565,4830,10572,3850,A9,620
RWS01_MONIBAS_0091hrl0253ra0,Nog niet gegenereerd,,52.2916,4.90095,52.2895,4.90922,negative,A9,5.11,A,10565,5450,P1.3,Afrit,3,10565,5450,10572,3240,A9,610
RWS01_MONIBAS_0091hrl0259ra0,Nog niet gegenereerd,,52.294,4.89312,52.2916,4.90095,negative,A9,5.11,A,10565,6060,P1.3,Afrit,3,10565,6060,10572,2640,A9,600
RWS01_MONIBAS_0091hrl0262ra0,Nog niet gegenereerd,,52.2952,4.88856,52.294,4.89312,negative,A9,5.11,A,10565,6660,P1.3,Afrit,3,10565,6660,10572,2305,A9,335
RWS01_MONIBAS_0091hrl0267ra0,Nog niet gegenereerd,,52.2962,4.88222,52.2952,4.88856,negative,A9,5.11,A,10565,6995,P1.3,Afrit,3,10565,6995,10572,1860,A9,445
RWS01_MONIBAS_0091hrl0272ra0,Nog niet gegenereerd,,52.2972,4.87467,52.2962,4.88222,negative,A9,5.11,A,10565,7440,P1.3,Afrit,3,10565,7440,10572,1330,A9,530
RWS01_MONIBAS_0091hrl0280ra0,Nog niet gegenereerd,,52.2995,4.86424,52.2972,4.87467,negative,A9,5.11,A,10565,7970,P1.3,Afrit,4,10565,7970,10572,570,A9,760
RWS01_MONIBAS_0091hrl0287ra0,Nog niet gegenereerd,,52.3017,4.8551,52.2995,4.86424,negative,A9,5.11,A,10572,330,P1.3,Afrit,3,10572,330,10573,200,A9,670
RWS01_MONIBAS_0091hrl0291ra0,Nog niet gegenereerd,,52.3036,4.8493,52.3017,4.8551,negative,A9,5.11,A,10573,0,P3.2,Brug,3,10573,0,10575,2650,A9,450
RWS01_MONIBAS_0091hrl0297ra0,Nog niet gegenereerd,,52.3048,4.84153,52.3036,4.8493,negative,A9,5.11,A,10573,450,P3.2,Brug,3,10573,450,10575,2100,A9,550
RWS01_MONIBAS_0091hrl0302ra0,Nog niet gegenereerd,,52.3062,4.83315,52.3048,4.84153,negative,A9,5.11,A,10573,1000,P3.2,Brug,4,10573,1000,10575,1530,A9,570
RWS01_MONIBAS_0091hrl0307ra0,Nog niet gegenereerd,,52.3076,4.82705,52.3062,4.83315,negative,A9,5.11,A,10573,1570,P3.2,Brug,4,10573,1570,10575,1071,A9,459
RWS01_MONIBAS_0091hrl0313ra0,Nog niet gegenereerd,,52.3105,4.8193,52.3076,4.82705,negative,A9,5.11,A,10573,2029,P3.2,Brug,3,10573,2029,10575,450,A9,621
RWS01_MONIBAS_0091hrl0318ra0,Nog niet gegenereerd,,52.3137,4.81412,52.3105,4.8193,negative,A9,5.11,A,10573,2650,P1.3,Afrit,3,10573,2650,10576,751,A9,499
RWS01_MONIBAS_0091hrl0322ra0,Nog niet gegenereerd,,52.3164,4.8109,52.3137,4.81412,negative,A9,5.11,A,10575,249,P1.3,Afrit,3,10575,249,10576,376,A9,375
RWS01_MONIBAS_0091hrl0326ra0,Nog niet gegenereerd,,52.3197,4.80791,52.3164,4.8109,negative,A9,5.11,A,10576,124,P1.1,Knooppunt,3,10576,124,10579,2050,A9,426
RWS01_MONIBAS_0091hrl0326rb0,Nog niet gegenereerd,,52.3197,4.80791,52.3164,4.8109,negative,A9,5.11,A,10576,124,P1.1,Knooppunt,2,10576,124,10579,2050,A9,426
RWS01_MONIBAS_0091hrl0330ra0,Nog niet gegenereerd,,52.3228,4.80473,52.3197,4.80791,negative,A9,5.11,A,10576,550,P1.1,Knooppunt,3,10576,550,10579,1640,A9,410
RWS01_MONIBAS_0091hrl0330ra1,Nog niet gegenereerd,,52.3228,4.80473,52.3197,4.80791,negative,A9,5.11,A,10576,550,P1.1,Knooppunt,3,10576,550,10579,1640,A9,410
RWS01_MONIBAS_0091hrl0340ra0,Nog niet gegenereerd,,52.3292,4.79406,52.3228,4.80473,negative,A9,5.11,A,10576,960,P1.1,Knooppunt,2,10576,960,10579,625,A9,1015
RWS01_MONIBAS_0091hrl0346ra0,Nog niet gegenereerd,,52.3325,4.78786,52.3292,4.79406,negative,A9,5.11,A,10579,775,P1.1,Knooppunt,2,10579,775,10579,70,A9,555
RWS01_MONIBAS_0091hrl0346rb0,Nog niet gegenereerd,,52.3325,4.78786,52.3287,4.79479,negative,A9,5.11,A,10579,700,P1.1,Knooppunt,2,10579,700,10579,70,A9,674
RWS01_MONIBAS_0091hrl0350ra0,Nog niet gegenereerd,,52.3347,4.78358,52.3325,4.78786,negative,A9,5.11,A,10579,1330,P1.3,Afrit,2,10579,1330,10582,1885,A9,385
RWS01_MONIBAS_0091hrl0356ra0,Nog niet gegenereerd,,52.3384,4.77667,52.3347,4.78358,negative,A9,5.11,A,10579,1715,P1.3,Afrit,2,10579,1715,10582,1260,A9,625
RWS01_MONIBAS_0091hrl0362ra0,Nog niet gegenereerd,,52.3414,4.77008,52.3384,4.77667,negative,A9,5.11,A,10579,2340,P1.3,Afrit,2,10579,2340,10582,700,A9,560
RWS01_MONIBAS_0091hrl0367ra0,Nog niet gegenereerd,,52.3441,4.76421,52.3414,4.77008,negative,A9,5.11,A,10579,2900,P1.3,Afrit,2,10579,2900,10582,200,A9,500
RWS01_MONIBAS_0091hrl0374ra0,Nog niet gegenereerd,,52.3483,4.75576,52.3441,4.76421,negative,A9,5.11,A,10582,100,P1.1,Knooppunt,3,10582,100,10624,2355,A9,745
RWS01_MONIBAS_0091hrl0379ra0,Nog niet gegenereerd,,52.3512,4.75041,52.3483,4.75576,negative,A9,5.11,A,10582,845,P1.1,Knooppunt,2,10582,845,10624,1870,A9,485
RWS01_MONIBAS_0091hrl0384ra0,Nog niet gegenereerd,,52.354,4.74523,52.3512,4.75041,negative,A9,5.11,A,10624,130,P1.1,Knooppunt,2,10624,130,10624,1400,A9,470
RWS01_MONIBAS_0091hrl0390ra0,Nog niet gegenereerd,,52.3576,4.73862,52.354,4.74523,negative,A9,5.11,A,10624,600,P1.1,Knooppunt,3,10624,600,10624,800,A9,600
RWS01_MONIBAS_0091hrl0395ra0,Nog niet gegenereerd,,52.3605,4.73311,52.3576,4.73862,negative,A9,5.11,A,10624,1200,P1.1,Knooppunt,3,10624,1200,10624,300,A9,500
RWS01_MONIBAS_0091hrl0398ra0,Nog niet gegenereerd,,52.3623,4.7298,52.3605,4.73311,negative,A9,5.11,A,10624,1700,P1.1,Knooppunt,3,10624,1700,10624,0,A9,300
RWS01_MONIBAS_0091hrl0405ra0,Nog niet gegenereerd,,52.3666,4.72183,52.3623,4.7298,negative,A9,5.11,A,10624,2000,P1.3,Afrit,5,10624,2000,10583,1374,A9,726
RWS01_MONIBAS_0091hrl0405ra1,Nog niet gegenereerd,,52.3666,4.72183,52.3569,4.73999,negative,A9,5.11,A,10624,2300,P1.3,Afrit,5,10624,2300,10583,1374,A9,426
RWS01_MONIBAS_0091hrl0409ra0,Nog niet gegenereerd,,52.3689,4.71761,52.3666,4.72183,negative,A9,5.11,A,10624,2726,P1.3,Afrit,5,10624,2726,10583,990,A9,384
RWS01_MONIBAS_0091hrl0414ra0,Nog niet gegenereerd,,52.3718,4.71218,52.3689,4.71761,negative,A9,5.11,A,10624,3110,P1.3,Afrit,3,10624,3110,10583,499,A9,491
RWS01_MONIBAS_0091hrl0420ra0,Nog niet gegenereerd,,52.3773,4.70844,52.3718,4.71218,negative,A9,5.11,A,10583,301,P1.1,Knooppunt,4,10583,301,10586,1410,A9,689
RWS01_MONIBAS_0091hrl0425ra0,Nog niet gegenereerd,,52.3811,4.70788,52.3773,4.70844,negative,A9,5.11,A,10583,990,P1.1,Knooppunt,3,10583,990,10586,990,A9,420
RWS01_MONIBAS_0091hrl0429ra0,Nog niet gegenereerd,,52.3854,4.70716,52.3811,4.70788,negative,A9,5.11,A,10583,1410,P1.1,Knooppunt,3,10583,1410,10586,509,A9,481
RWS01_MONIBAS_0091hrl0433ra0,Nog niet gegenereerd,,52.3883,4.70671,52.3854,4.70716,negative,A9,5.11,A,10583,1891,P1.1,Knooppunt,3,10583,1891,10586,188,A9,321
RWS01_MONIBAS_0091hrl0437ra0,Nog niet gegenereerd,,52.392,4.70614,52.3883,4.70671,negative,A9,5.11,A,10583,2212,P3.2,Brug,3,10583,2212,10589,3365,A9,423
RWS01_MONIBAS_0091hrl0443ra0,Nog niet gegenereerd,,52.3974,4.70526,52.392,4.70614,negative,A9,5.11,A,10583,2635,P3.2,Brug,3,10583,2635,10589,2762,A9,603
RWS01_MONIBAS_0091hrl0448ra0,Nog niet gegenereerd,,52.402,4.70449,52.3974,4.70526,negative,A9,5.11,A,10583,3238,P3.2,Brug,3,10583,3238,10589,2251,A9,511
RWS01_MONIBAS_0091hrl0453ra0,Nog niet gegenereerd,,52.4059,4.70303,52.402,4.70449,negative,A9,5.11,A,10583,3749,P3.2,Brug,3,10583,3749,10589,1800,A9,451
RWS01_MONIBAS_0091hrl0456ra0,Nog niet gegenereerd,,52.4085,4.70167,52.4059,4.70303,negative,A9,5.11,A,10583,4200,P3.2,Brug,3,10583,4200,10589,1500,A9,300
RWS01_MONIBAS_0091hrl0458ra0,Nog niet gegenereerd,,52.4111,4.70032,52.4085,4.70167,negative,A9,5.11,A,10583,4500,P3.2,Brug,3,10583,4500,10589,1201,A9,299
RWS01_MONIBAS_0091hrl0462ra0,Nog niet gegenereerd,,52.4136,4.69895,52.4111,4.70032,negative,A9,5.11,A,10583,4799,P3.2,Brug,3,10583,4799,10589,900,A9,301
RWS01_MONIBAS_0091hrl0467ra0,Nog niet gegenereerd,,52.4177,4.69604,52.4136,4.69895,negative,A9,5.11,A,10583,5100,P3.2,Brug,3,10583,5100,10589,400,A9,500
RWS01_MONIBAS_0091hrr0059ra0,Nog niet gegenereerd,,52.3244,5.0047,52.3201,5.00083,positive,A9,5.11,A,10563,1300,P1.2,Knooppunt (triangle),3,10563,1300,10560,950,A9,550
RWS01_MONIBAS_0091hrr0065ra0,Nog niet gegenereerd,,52.3201,5.00083,52.3181,4.99759,positive,A9,5.11,A,10563,990,P1.2,Knooppunt (triangle),3,10563,990,10560,1500,A9,310
RWS01_MONIBAS_0091hrr0068ra0,Nog niet gegenereerd,,52.3181,4.99759,52.3161,4.99376,positive,A9,5.11,A,10563,650,P1.2,Knooppunt (triangle),3,10563,650,10560,1810,A9,340
RWS01_MONIBAS_0091hrr0071ra0,Nog niet gegenereerd,,52.3161,4.99376,52.3141,4.98891,positive,A9,5.11,A,10563,250,P1.2,Knooppunt (triangle),2,10563,250,10560,2150,A9,400
RWS01_MONIBAS_0091hrr0075ra0,Nog niet gegenereerd,,52.3141,4.98891,52.312,4.98298,positive,A9,5.11,A,10564,1390,P1.3,Afrit,2,10564,1390,10563,50,A9,460
RWS01_MONIBAS_0091hrr0080ra0,Nog niet gegenereerd,,52.312,4.98298,52.3103,4.97789,positive,A9,5.11,A,10564,985,P1.3,Afrit,2,10564,985,10563,510,A9,405
RWS01_MONIBAS_0091hrr0084ra0,Nog niet gegenereerd,,52.3103,4.97789,52.3079,4.97089,positive,A9,5.11,A,10564,440,P1.3,Afrit,2,10564,440,10564,15,A9,545
RWS01_MONIBAS_0091hrr0089ra0,Nog niet gegenereerd,,52.3079,4.97089,52.3059,4.96524,positive,A9,5.11,A,10564,0,P1.3,Afrit,2,10564,0,10564,560,A9,440
RWS01_MONIBAS_0091hrr0096ra0,Nog niet gegenereerd,,52.3049,4.96191,52.3019,4.95333,positive,A9,5.11,A,10565,450,P1.3,Afrit,4,10565,450,10564,1260,A9,690
RWS01_MONIBAS_0091hrr0103ra0,Nog niet gegenereerd,,52.3019,4.95333,52.3004,4.9489,positive,A9,5.11,A,10565,110,P1.3,Afrit,4,10565,110,10564,1950,A9,340
RWS01_MONIBAS_0091hrr0105ra0,Nog niet gegenereerd,,52.3008,4.95027,52.299,4.94093,positive,A9,5.11,A,10568,2425,P1.3,Afrit,2,10568,2425,10565,87,A9,688
