date,dataType,hour,dateID
2016-06-16,Flow,01,723
2016-06-16,Speed,01,724
2016-06-16,Flow,02,725
2016-06-16,Speed,02,726
2016-06-16,Flow,03,727
2016-06-16,Speed,03,728
2016-06-16,Flow,04,729
2016-06-16,Speed,04,730
2016-06-16,Flow,05,731
2016-06-16,Speed,05,732
2016-06-16,Flow,06,733
2016-06-16,Speed,06,734
2016-06-16,Flow,07,735
2016-06-16,Speed,07,736
2016-06-16,Flow,08,737
2016-06-16,Speed,08,738
2016-06-16,Flow,09,739
2016-06-16,Speed,09,740
2016-06-16,Flow,10,741
2016-06-16,Speed,10,742
2016-06-16,Flow,11,743
2016-06-16,Speed,11,744
2016-06-16,Flow,12,745
2016-06-16,Speed,12,746
2016-06-16,Flow,13,747
2016-06-16,Speed,13,748
2016-06-16,Flow,14,749
2016-06-16,Speed,14,750
2016-06-16,Flow,15,751
2016-06-16,Speed,15,752
2016-06-16,Flow,16,753
2016-06-16,Speed,16,754
2016-06-16,Flow,17,755
2016-06-16,Speed,17,756
2016-06-16,Flow,18,757
2016-06-16,Speed,18,758
2016-06-16,Flow,19,759
2016-06-16,Speed,19,760
2016-06-16,Flow,20,761
2016-06-16,Speed,20,762
2016-06-16,Flow,21,763
2016-06-16,Speed,21,764
2016-06-16,Flow,22,765
2016-06-16,Speed,22,766
2016-06-16,Flow,23,767
2016-06-16,Speed,23,768
2016-06-17,Flow,00,769
2016-06-17,Speed,00,770
2016-06-17,Flow,01,771
2016-06-17,Speed,01,772
2016-06-17,Flow,02,773
2016-06-17,Speed,02,774
2016-06-17,Flow,03,775
2016-06-17,Speed,03,776
2016-06-17,Flow,04,777
2016-06-17,Speed,04,778
2016-06-17,Flow,05,779
2016-06-17,Speed,05,780
2016-06-17,Flow,06,781
2016-06-17,Speed,06,782
2016-06-17,Flow,07,783
2016-06-17,Speed,07,784
2016-06-17,Flow,08,785
2016-06-17,Speed,08,786
2016-06-17,Flow,09,787
2016-06-17,Speed,09,788
2016-06-17,Flow,10,789
2016-06-17,Speed,10,790
2016-06-17,Flow,11,791
2016-06-17,Speed,11,792
2016-06-17,Flow,12,793
2016-06-17,Speed,12,794
2016-06-17,Flow,13,795
2016-06-17,Speed,13,796
2016-06-17,Flow,14,797
2016-06-17,Speed,14,798
2016-06-17,Flow,15,799
2016-06-17,Speed,15,800
2016-06-17,Flow,16,801
2016-06-17,Speed,16,802
2016-06-17,Flow,17,803
2016-06-17,Speed,17,804
2016-06-17,Flow,18,805
2016-06-17,Speed,18,806
2016-06-17,Flow,19,807
2016-06-17,Speed,19,808
2016-06-17,Flow,20,809
2016-06-17,Speed,20,810
2016-06-17,Flow,21,811
2016-06-17,Speed,21,812
2016-06-17,Flow,22,813
2016-06-17,Speed,22,814
2016-06-17,Flow,23,815
2016-06-17,Speed,23,816
2016-06-18,Flow,00,817
2016-06-18,Speed,00,818
2016-06-18,Flow,01,819
2016-06-18,Speed,01,820
2016-06-18,Flow,02,821
2016-06-18,Speed,02,822
2016-06-18,Flow,03,823
2016-06-18,Speed,03,824
2016-06-18,Flow,04,825
2016-06-18,Speed,04,826
2016-06-18,Flow,05,827
2016-06-18,Speed,05,828
2016-06-18,Flow,06,829
2016-06-18,Speed,06,830
2016-06-18,Flow,07,831
2016-06-18,Speed,07,832
2016-06-18,Flow,08,833
2016-06-18,Speed,08,834
2016-06-18,Flow,09,835
2016-06-18,Speed,09,836
2016-06-18,Flow,10,837
2016-06-18,Speed,10,838
2016-06-18,Flow,11,839
2016-06-18,Speed,11,840
2016-06-18,Flow,12,841
2016-06-18,Speed,12,842
2016-06-18,Flow,13,843
2016-06-18,Speed,13,844
2016-06-18,Flow,14,845
2016-06-18,Speed,14,846
2016-06-18,Flow,15,847
2016-06-18,Speed,15,848
2016-06-18,Flow,16,849
2016-06-18,Speed,16,850
2016-06-18,Flow,17,851
2016-06-18,Speed,17,852
2016-06-18,Flow,18,853
2016-06-18,Speed,18,854
2016-06-18,Flow,19,855
2016-06-18,Speed,19,856
2016-06-18,Flow,20,857
2016-06-18,Speed,20,858
2016-06-18,Flow,21,859
2016-06-18,Speed,21,860
2016-06-18,Flow,22,861
2016-06-18,Speed,22,862
2016-06-18,Flow,23,863
2016-06-18,Speed,23,864
2016-06-19,Flow,00,865
2016-06-19,Speed,00,866
2016-06-19,Flow,01,867
2016-06-19,Speed,01,868
2016-06-19,Flow,02,869
2016-06-19,Speed,02,870
2016-06-19,Flow,03,871
2016-06-19,Speed,03,872
2016-06-19,Flow,04,873
2016-06-19,Speed,04,874
2016-06-19,Flow,05,875
2016-06-19,Speed,05,876
2016-06-19,Flow,06,877
2016-06-19,Speed,06,878
2016-06-19,Flow,07,879
2016-06-19,Speed,07,880
2016-06-19,Flow,08,881
2016-06-19,Speed,08,882
2016-06-19,Flow,09,883
2016-06-19,Speed,09,884
2016-06-19,Flow,10,885
2016-06-19,Speed,10,886
2016-06-19,Flow,11,887
2016-06-19,Speed,11,888
2016-06-19,Flow,12,889
2016-06-19,Speed,12,890
2016-06-19,Flow,13,891
2016-06-19,Speed,13,892
2016-06-19,Flow,14,893
2016-06-19,Speed,14,894
2016-06-19,Flow,15,895
2016-06-19,Speed,15,896
2016-06-19,Flow,16,897
2016-06-19,Speed,16,898
2016-06-19,Flow,17,899
2016-06-19,Speed,17,900
2016-06-19,Flow,18,901
2016-06-19,Speed,18,902
2016-06-19,Flow,19,903
2016-06-19,Speed,19,904
2016-06-19,Flow,20,905
2016-06-19,Speed,20,906
2016-06-19,Flow,21,907
2016-06-19,Speed,21,908
2016-06-19,Flow,22,909
2016-06-19,Speed,22,910
2016-06-19,Flow,23,911
2016-06-19,Speed,23,912
2016-06-20,Flow,00,913
2016-06-20,Speed,00,914
2016-06-20,Flow,01,915
2016-06-20,Speed,01,916
2016-06-20,Flow,02,917
2016-06-20,Speed,02,918
2016-06-20,Flow,03,919
2016-06-20,Speed,03,920
2016-06-20,Flow,04,921
2016-06-20,Speed,04,922
2016-06-20,Flow,05,923
2016-06-20,Speed,05,924
2016-06-20,Flow,06,925
2016-06-20,Speed,06,926
2016-06-20,Flow,07,927
2016-06-20,Speed,07,928
