measurementSiteReference,startLocatieForDisplayLat,startLocatieForDisplayLong,ROADNUMBER,flowID
RWS01_MONIBAS_0091hrr0230ra,52.2863,4.93412,A9,787
RWS01_MONIBAS_0091hrr0235ra,52.2869,4.92617,A9,788
RWS01_MONIBAS_0091hrr0241ra,52.288,4.918,A9,789
RWS01_MONIBAS_0091hrr0247ra,52.2896,4.90932,A9,790
RWS01_MONIBAS_0091hrr0253ra,52.2917,4.9011,A9,791
RWS01_MONIBAS_0091hrr0259ra,52.2942,4.89325,A9,792
RWS01_MONIBAS_0091hrr0262ra,52.2953,4.88862,A9,793
RWS01_MONIBAS_0091hrr0267ra,52.2963,4.88237,A9,794
RWS01_MONIBAS_0091hrr0272ra,52.2974,4.87478,A9,795
RWS01_MONIBAS_0091hrr0278ra,52.299,4.86688,A9,796
RWS01_MONIBAS_0091hrr0282ra,52.3004,4.86127,A9,797
RWS01_MONIBAS_0091hrr0287ra,52.3018,4.85514,A9,798
RWS01_MONIBAS_0091hrr0293ra,52.3043,4.84664,A9,799
RWS01_MONIBAS_0091hrr0297ra,52.3049,4.84155,A9,800
RWS01_MONIBAS_0091hrr0302ra,52.3063,4.83313,A9,801
RWS01_MONIBAS_0091hrr0308ra,52.3083,4.82517,A9,802
RWS01_MONIBAS_0091hrr0313ra,52.3106,4.81942,A9,803
RWS01_MONIBAS_0091hrr0318ra,52.3138,4.81433,A9,804
RWS01_MONIBAS_0091hrr0322ra,52.3165,4.81107,A9,805
RWS01_MONIBAS_0091hrr0326ra,52.3198,4.80811,A9,806
RWS01_MONIBAS_0091hrr0328ra,52.3213,4.80671,A9,807
RWS01_MONIBAS_0091hrr0328rb,52.3213,4.80671,A9,808
RWS01_MONIBAS_0091hrr0330ra,52.3231,4.80478,A9,809
RWS01_MONIBAS_0091hrr0330rb,52.3231,4.80478,A9,810
RWS01_MONIBAS_0091hrr0339ra,52.3284,4.79573,A9,811
RWS01_MONIBAS_0091hrr0344ra,52.3312,4.79048,A9,812
RWS01_MONIBAS_0091hrr0350ra,52.3349,4.78361,A9,813
RWS01_MONIBAS_0091hrr0353ra,52.3368,4.77985,A9,814
RWS01_MONIBAS_0091hrr0356ra,52.3385,4.77675,A9,815
RWS01_MONIBAS_0091hrr0362ra,52.3415,4.77002,A9,816
RWS01_MONIBAS_0091hrr0367ra,52.3443,4.76418,A9,817
RWS01_MONIBAS_0091hrr0373ra,52.3479,4.75694,A9,818
RWS01_MONIBAS_0091hrr0377ra,52.3501,4.75277,A9,819
RWS01_MONIBAS_0091hrr0381ra,52.3523,4.74868,A9,820
RWS01_MONIBAS_0091hrr0384ra,52.3545,4.74463,A9,821
RWS01_MONIBAS_0091hrr0388ra,52.3565,4.74094,A9,822
RWS01_MONIBAS_0091hrr0391ra,52.3584,4.7374,A9,823
RWS01_MONIBAS_0091hrr0394ra,52.3601,4.7342,A9,824
RWS01_MONIBAS_0091hrr0396ra,52.3615,4.7316,A9,825
RWS01_MONIBAS_0091hrr0399ra,52.363,4.7288,A9,826
RWS01_MONIBAS_0091hrr0401ra,52.3645,4.72598,A9,827
RWS01_MONIBAS_0091hrr0405ra,52.3667,4.72193,A9,828
RWS01_MONIBAS_0091hrr0408ra,52.3689,4.71791,A9,829
RWS01_MONIBAS_0091hrr0411ra,52.3704,4.71504,A9,830
RWS01_MONIBAS_0091hrr0414ra,52.3719,4.71232,A9,831
RWS01_MONIBAS_0091hrr0418ra,52.3749,4.70908,A9,832
RWS01_MONIBAS_0091hrr0421ra,52.3778,4.70863,A9,833
RWS01_MONIBAS_0091hrr0423ra,52.3795,4.70834,A9,834
RWS01_MONIBAS_0091hrr0427ra,52.3835,4.70771,A9,835
RWS01_MONIBAS_0091hrr0433ra,52.3883,4.70693,A9,836
RWS01_MONIBAS_0091hrr0437ra,52.3921,4.70636,A9,837
RWS01_MONIBAS_0091hrr0439ra,52.3936,4.70608,A9,838
RWS01_MONIBAS_0091hrr0443ra,52.3975,4.70543,A9,839
RWS01_MONIBAS_0091hrr0448ra,52.4021,4.70468,A9,840
RWS01_MONIBAS_0091hrr0453ra,52.406,4.7032,A9,841
RWS01_MONIBAS_0091hrr0456ra,52.4086,4.70184,A9,842
RWS01_MONIBAS_0091hrr0458ra,52.4111,4.70049,A9,843
RWS01_MONIBAS_0091hrr0462ra,52.4137,4.69911,A9,844
RWS01_MONIBAS_0091hrr0467ra,52.4178,4.69617,A9,845
RWS01_MONIBAS_0091hrr0469ra,52.4193,4.69454,A9,846
RWS01_MONIBAS_0091hrr0473ra,52.4221,4.69039,A9,847
RWS01_MONIBAS_0091hrr0476ra,52.4239,4.68716,A9,848
RWS01_MONIBAS_0091hrr0478ra,52.4256,4.68419,A9,849
RWS01_MONIBAS_0091hrr0481ra,52.4278,4.6814,A9,850
RWS01_MONIBAS_0091hrr0484ra,52.43,4.67896,A9,851
RWS01_MONIBAS_0091hrr0488ra,52.4329,4.67596,A9,852
RWS01_MONIBAS_0091hrr0493ra,52.436,4.67263,A9,853
RWS01_MONIBAS_0091hrr0493rb,52.436,4.67263,A9,854
RWS01_MONIBAS_0091hrr0496ra,52.4388,4.67001,A9,855
RWS01_MONIBAS_0091hrr0500ra,52.4422,4.66797,A9,856
RWS01_MONIBAS_0091hrr0504ra,52.4453,4.66709,A9,857
RWS01_MONIBAS_0091hrr0507ra,52.4484,4.66718,A9,858
RWS01_MONIBAS_0091hrr0509ra,52.4498,4.66746,A9,859
RWS01_MONIBAS_0091hrr0512ra,52.4524,4.66845,A9,860
RWS01_MONIBAS_0100vwa0138ra,52.3367,4.9403,A10,861
RWS01_MONIBAS_0100vwa0146ra,52.3329,4.92962,A10,862
RWS01_MONIBAS_0100vwa0172ra,52.3345,4.89644,A10,863
RWS01_MONIBAS_0100vwa0195ra,52.3386,4.86286,A10,864
RWS01_MONIBAS_0100vwb0129ra,52.3402,4.95125,A10,865
RWS01_MONIBAS_0100vwb0140ra,52.3357,4.93789,A10,866
RWS01_MONIBAS_0100vwb0147ra,52.3326,4.92789,A10,867
RWS01_MONIBAS_0100vwb0183ra,52.3351,4.89446,A10,868
RWS01_MONIBAS_0100vwb0199ra,52.3389,4.8601,A10,869
RWS01_MONIBAS_0100vwc0131ra,52.3389,4.94956,A10,870
RWS01_MONIBAS_0100vwc0140ra,52.3354,4.9382,A10,871
RWS01_MONIBAS_0100vwc0147ra,52.3318,4.92873,A10,872
RWS01_MONIBAS_0100vwc0175ra,52.3351,4.89446,A10,873
RWS01_MONIBAS_0100vwc0199ra,52.3377,4.85904,A10,874
RWS01_MONIBAS_0100vwd0127ra,52.3414,4.95393,A10,875
RWS01_MONIBAS_0100vwd0137ra,52.3366,4.94118,A10,876
RWS01_MONIBAS_0100vwd0146ra,52.3327,4.93026,A10,877
RWS01_MONIBAS_0100vwd0173ra,52.3338,4.89546,A10,878
RWS01_MONIBAS_0100vwn0290ra,52.4066,4.8556,A10,879
RWS01_MONIBAS_0100vwn0293ra,52.409,4.85872,A10,880
RWS01_MONIBAS_0100vwn0296ra,52.4112,4.86094,A10,881
RWS01_MONIBAS_0100vwn0297ra,52.4124,4.86212,A10,882
RWS01_MONIBAS_0100vwn0299ra,52.4134,4.86304,A10,883
RWS01_MONIBAS_0100vwn0300ra,52.4147,4.86425,A10,884
RWS01_MONIBAS_0100vwn0300rb,52.414,4.86362,A10,885
RWS01_MONIBAS_0100vwn0302ra,52.4159,4.86541,A10,886
RWS01_MONIBAS_0100vwn0304ra,52.4172,4.86663,A10,887
RWS01_MONIBAS_0100vwn0307ra,52.4195,4.86881,A10,888
RWS01_MONIBAS_0100vwn0308ra,52.4207,4.87015,A10,889
RWS01_MONIBAS_0100vwp0113ra,52.3528,4.96288,A10,890
RWS01_MONIBAS_0100vwp0276ra,52.3966,4.8449,A10,891
RWS01_MONIBAS_0100vwp0281ra,52.4,4.84816,A10,892
RWS01_MONIBAS_0100vwp0285ra,52.4031,4.85189,A10,893
RWS01_MONIBAS_0100vwp0287ra,52.4047,4.85376,A10,894
RWS01_MONIBAS_0100vwp0290ra,52.407,4.8567,A10,895
RWS01_MONIBAS_0100vwp0294ra,52.4097,4.86008,A10,896
RWS01_MONIBAS_0100vwp0296ra,52.4113,4.86165,A10,897
RWS01_MONIBAS_0100vwp0298ra,52.4124,4.86277,A10,898
RWS01_MONIBAS_0100vwp0299ra,52.4132,4.86349,A10,899
RWS01_MONIBAS_0100vwp0300ra,52.414,4.86426,A10,900
RWS01_MONIBAS_0100vwp0301ra,52.4146,4.86481,A10,901
RWS01_MONIBAS_0100vwp0302ra,52.4154,4.86558,A10,902
RWS01_MONIBAS_0100vwp0303ra,52.4161,4.86631,A10,903
RWS01_MONIBAS_0100vwp0307ra,52.4191,4.86923,A10,904
RWS01_MONIBAS_0100vwp0308ra,52.4202,4.87045,A10,905
RWS01_MONIBAS_0100vwp0312ra,52.422,4.87427,A10,906
RWS01_MONIBAS_0100vwp0317ra,52.426,4.87504,A10,907
RWS01_MONIBAS_0100vwp0321ra,52.4295,4.87075,A10,908
RWS01_MONIBAS_0100vwp0324ra,52.4311,4.86889,A10,909
RWS01_MONIBAS_0100vwq0276ra,52.3965,4.84484,A10,910
RWS01_MONIBAS_0100vwq0281ra,52.4,4.84816,A10,911
RWS01_MONIBAS_0100vwq0285ra,52.4031,4.85189,A10,912
RWS01_MONIBAS_0100vwq0290ra,52.407,4.8567,A10,913
RWS01_MONIBAS_0100vwq0294ra,52.4097,4.86008,A10,914
RWS01_MONIBAS_0100vwq0296ra,52.4113,4.86165,A10,915
RWS01_MONIBAS_0100vwq0298ra,52.4124,4.86277,A10,916
RWS01_MONIBAS_0100vwq0299ra,52.4132,4.86349,A10,917
RWS01_MONIBAS_0100vwq0300ra,52.414,4.86426,A10,918
RWS01_MONIBAS_0100vwq0301ra,52.4146,4.86481,A10,919
RWS01_MONIBAS_0100vwq0302ra,52.4154,4.86558,A10,920
RWS01_MONIBAS_0100vwq0303ra,52.4161,4.86631,A10,921
RWS01_MONIBAS_0100vwq0307ra,52.4191,4.86923,A10,922
RWS01_MONIBAS_0100vwq0308ra,52.4202,4.87039,A10,923
RWS01_MONIBAS_0100vws0163ra,52.3283,4.90703,A10,924
RWS01_MONIBAS_0100vws0166ra,52.3303,4.90281,A10,925
RWS01_MONIBAS_0100vws0206ra,52.339,4.83084,A10,926
RWS01_MONIBAS_0100vws0212ra,52.3393,4.83906,A10,927
RWS01_MONIBAS_0100vws0312ra,52.4265,4.87457,A10,928
RWS01_MONIBAS_0100vws0319ra,52.425,4.88508,A10,929
RWS01_MONIBAS_0100vws0322ra,52.4253,4.88955,A10,930
RWS01_MONIBAS_0100vwt0113ra,52.353,4.96392,A10,931
RWS01_MONIBAS_0100vwt0115ra,52.3512,4.96166,A10,932
RWS01_MONIBAS_0100vwt0119ra,52.3494,4.96486,A10,933
RWS01_MONIBAS_0100vwt0155ra,52.329,4.91768,A10,934
RWS01_MONIBAS_0100vwt0158ra,52.3294,4.91341,A10,935
RWS01_MONIBAS_0100vwt0163ra,52.3267,4.91104,A10,936
RWS01_MONIBAS_0101hrl0013ra,52.4221,4.90477,A10,937
RWS01_MONIBAS_0101hrl0017ra,52.4197,4.90999,A10,938
RWS01_MONIBAS_0101hrl0022ra,52.4176,4.91538,A10,939
RWS01_MONIBAS_0101hrl0027ra,52.4149,4.92197,A10,940
RWS01_MONIBAS_0101hrl0033ra,52.4115,4.92882,A10,941
RWS01_MONIBAS_0101hrl0042ra,52.4074,4.93925,A10,942
RWS01_MONIBAS_0101hrl0047ra,52.4051,4.94689,A10,943
RWS01_MONIBAS_0101hrl0050ra,52.4038,4.94981,A10,944
RWS01_MONIBAS_0101hrl0056ra,52.4002,4.95657,A10,945
RWS01_MONIBAS_0101hrl0062ra,52.3959,4.9619,A10,946
RWS01_MONIBAS_0101hrl0067ra,52.3922,4.9651,A10,947
RWS01_MONIBAS_0101hrl0071ra,52.389,4.9678,A10,948
RWS01_MONIBAS_0101hrl0074ra,52.3861,4.97019,A10,949
RWS01_MONIBAS_0101hrl0077ra,52.3836,4.97188,A10,950
RWS01_MONIBAS_0101hrl0080ra,52.3813,4.97305,A10,951
RWS01_MONIBAS_0101hrl0085ra,52.3771,4.9741,A10,952
RWS01_MONIBAS_0101hrl0087ra,52.3753,4.97421,A10,953
RWS01_MONIBAS_0101hrl0088ra,52.3736,4.97419,A10,954
RWS01_MONIBAS_0101hrl0090ra,52.3724,4.97401,A10,955
RWS01_MONIBAS_0101hrl0092ra,52.3708,4.97358,A10,956
RWS01_MONIBAS_0101hrl0094ra,52.3691,4.97305,A10,957
RWS01_MONIBAS_0101hrl0097ra,52.3658,4.97142,A10,958
RWS01_MONIBAS_0101hrl0101ra,52.3629,4.96987,A10,959
RWS01_MONIBAS_0101hrl0105ra,52.3595,4.96798,A10,960
RWS01_MONIBAS_0101hrl0109ra,52.3564,4.96622,A10,961
RWS01_MONIBAS_0101hrl0112ra,52.3533,4.96443,A10,962
RWS01_MONIBAS_0101hrl0115ra,52.351,4.96273,A10,963
RWS01_MONIBAS_0101hrl0120ra,52.3467,4.95865,A10,964
RWS01_MONIBAS_0101hrl0124ra,52.3437,4.95576,A10,965
RWS01_MONIBAS_0101hrl0129ra,52.3399,4.95146,A10,966
RWS01_MONIBAS_0101hrl0131ra,52.339,4.94955,A10,967
RWS01_MONIBAS_0101hrl0135ra,52.3376,4.94455,A10,968
RWS01_MONIBAS_0101hrl0138ra,52.3362,4.93976,A10,969
RWS01_MONIBAS_0101hrl0140ra,52.3355,4.93812,A10,970
RWS01_MONIBAS_0101hrl0144ra,52.3337,4.9331,A10,971
RWS01_MONIBAS_0101hrl0147ra,52.3322,4.92853,A10,972
RWS01_MONIBAS_0101hrl0151ra,52.3303,4.92323,A10,973
RWS01_MONIBAS_0101hrl0155ra,52.3288,4.91824,A10,974
RWS01_MONIBAS_0101hrl0160ra,52.3285,4.91079,A10,975
RWS01_MONIBAS_0101hrl0166ra,52.3303,4.90286,A10,976
RWS01_MONIBAS_0101hrl0170ra,52.3322,4.8989,A10,977
RWS01_MONIBAS_0101hrl0175ra,52.3353,4.89247,A10,978
RWS01_MONIBAS_0101hrl0181ra,52.3381,4.88618,A10,979
RWS01_MONIBAS_0101hrl0186ra,52.3386,4.87777,A10,980
RWS01_MONIBAS_0101hrl0191ra,52.3384,4.87125,A10,981
RWS01_MONIBAS_0101hrl0197ra,52.3381,4.86294,A10,982
RWS01_MONIBAS_0101hrl0197rb,52.3381,4.86294,A10,983
RWS01_MONIBAS_0101hrl0199ra,52.3378,4.85905,A10,984
RWS01_MONIBAS_0101hrl0205ra,52.3374,4.85124,A10,985
RWS01_MONIBAS_0101hrl0208ra,52.3372,4.84651,A10,986
RWS01_MONIBAS_0101hrl0212ra,52.3386,4.84158,A10,987
RWS01_MONIBAS_0101hrl0214ra,52.3413,4.84093,A10,988
RWS01_MONIBAS_0101hrl0218ra,52.3444,4.84088,A10,989
RWS01_MONIBAS_0101hrl0218rb,52.3444,4.84088,A10,990
RWS01_MONIBAS_0101hrl0221ra,52.3469,4.84088,A10,991
RWS01_MONIBAS_0101hrl0225ra,52.3508,4.84225,A10,992
RWS01_MONIBAS_0101hrl0228ra,52.3534,4.84249,A10,993
RWS01_MONIBAS_0101hrl0233ra,52.358,4.84238,A10,994
RWS01_MONIBAS_0101hrl0239ra,52.3629,4.84221,A10,995
RWS01_MONIBAS_0101hrl0242ra,52.3657,4.84213,A10,996
RWS01_MONIBAS_0101hrl0247ra,52.3704,4.84202,A10,997
RWS01_MONIBAS_0101hrl0253ra,52.3758,4.84309,A10,998
RWS01_MONIBAS_0101hrl0257ra,52.3794,4.84447,A10,999
RWS01_MONIBAS_0101hrl0261ra,52.3832,4.84455,A10,1000
RWS01_MONIBAS_0101hrl0267ra,52.3881,4.84429,A10,1001
RWS01_MONIBAS_0101hrl0271ra,52.3922,4.84399,A10,1002
RWS01_MONIBAS_0101hrl0277ra,52.3971,4.84467,A10,1003
RWS01_MONIBAS_0101hrl0281ra,52.4001,4.84764,A10,1004
RWS01_MONIBAS_0101hrl0285ra,52.4031,4.85131,A10,1005
RWS01_MONIBAS_0101hrl0285rb,52.4031,4.85131,A10,1006
RWS01_MONIBAS_0101hrl0287ra,52.4047,4.85321,A10,1007
RWS01_MONIBAS_0101hrl0290ra,52.4066,4.85584,A10,1008
RWS01_MONIBAS_0101hrl0293ra,52.4089,4.85878,A10,1009
RWS01_MONIBAS_0101hrl0296ra,52.4111,4.86105,A10,1010
RWS01_MONIBAS_0101hrl0297ra,52.4123,4.86224,A10,1011
RWS01_MONIBAS_0101hrl0299ra,52.4133,4.86317,A10,1012
RWS01_MONIBAS_0101hrl0300ra,52.4146,4.86437,A10,1013
RWS01_MONIBAS_0101hrl0300rb,52.4139,4.86374,A10,1014
RWS01_MONIBAS_0101hrl0302ra,52.4158,4.86553,A10,1015
RWS01_MONIBAS_0101hrl0304ra,52.4171,4.86678,A10,1016
RWS01_MONIBAS_0101hrl0307ra,52.4194,4.86902,A10,1017
RWS01_MONIBAS_0101hrl0308ra,52.4206,4.87041,A10,1018
RWS01_MONIBAS_0101hrl0312ra,52.4228,4.87494,A10,1019
RWS01_MONIBAS_0101hrl0314ra,52.4234,4.87731,A10,1020
RWS01_MONIBAS_0101hrl0319ra,52.4249,4.88505,A10,1021
RWS01_MONIBAS_0101hrr0019ra,52.4187,4.91172,A10,1022
RWS01_MONIBAS_0101hrr0025ra,52.4159,4.91924,A10,1023
RWS01_MONIBAS_0101hrr0032ra,52.4122,4.92699,A10,1024
RWS01_MONIBAS_0101hrr0037ra,52.4094,4.93263,A10,1025
RWS01_MONIBAS_0101hrr0042ra,52.4073,4.93909,A10,1026
RWS01_MONIBAS_0101hrr0045ra,52.4061,4.94349,A10,1027
RWS01_MONIBAS_0101hrr0051ra,52.403,4.95113,A10,1028
RWS01_MONIBAS_0101hrr0057ra,52.3993,4.9576,A10,1029
RWS01_MONIBAS_0101hrr0063ra,52.3948,4.96259,A10,1030
RWS01_MONIBAS_0101hrr0067ra,52.3914,4.96546,A10,1031
RWS01_MONIBAS_0101hrr0069ra,52.3901,4.96667,A10,1032
RWS01_MONIBAS_0101hrr0072ra,52.3881,4.96835,A10,1033
RWS01_MONIBAS_0101hrr0074ra,52.3861,4.96999,A10,1034
RWS01_MONIBAS_0101hrr0078ra,52.3833,4.97188,A10,1035
RWS01_MONIBAS_0101hrr0080ra,52.3813,4.97276,A10,1036
RWS01_MONIBAS_0101hrr0085ra,52.3771,4.9739,A10,1037
RWS01_MONIBAS_0101hrr0086ra,52.3762,4.974,A10,1038
RWS01_MONIBAS_0101hrr0087ra,52.3748,4.97405,A10,1039
RWS01_MONIBAS_0101hrr0088ra,52.3736,4.97401,A10,1040
RWS01_MONIBAS_0101hrr0090ra,52.3724,4.97385,A10,1041
RWS01_MONIBAS_0101hrr0092ra,52.3708,4.97343,A10,1042
RWS01_MONIBAS_0101hrr0093ra,52.3693,4.97292,A10,1043
RWS01_MONIBAS_0101hrr0097ra,52.3658,4.97122,A10,1044
RWS01_MONIBAS_0101hrr0103ra,52.3614,4.9688,A10,1045
RWS01_MONIBAS_0101hrr0109ra,52.3563,4.96592,A10,1046
RWS01_MONIBAS_0101hrr0110ra,52.3551,4.96522,A10,1047
RWS01_MONIBAS_0101hrr0113ra,52.353,4.96395,A10,1048
RWS01_MONIBAS_0101hrr0118ra,52.349,4.96068,A10,1049
RWS01_MONIBAS_0101hrr0123ra,52.345,4.95667,A10,1050
RWS01_MONIBAS_0101hrr0127ra,52.3413,4.95321,A10,1051
RWS01_MONIBAS_0101hrr0129ra,52.34,4.95128,A10,1052
RWS01_MONIBAS_0101hrr0133ra,52.3382,4.94629,A10,1053
RWS01_MONIBAS_0101hrr0135ra,52.3376,4.94362,A10,1054
RWS01_MONIBAS_0101hrr0138ra,52.3364,4.93974,A10,1055
RWS01_MONIBAS_0101hrr0141ra,52.3349,4.93579,A10,1056
RWS01_MONIBAS_0101hrr0144ra,52.3339,4.93292,A10,1057
RWS01_MONIBAS_0101hrr0147ra,52.3323,4.92828,A10,1058
RWS01_MONIBAS_0101hrr0149ra,52.3314,4.92567,A10,1059
RWS01_MONIBAS_0101hrr0153ra,52.3299,4.92138,A10,1060
RWS01_MONIBAS_0101hrr0153rb,52.3299,4.92138,A10,1061
RWS01_MONIBAS_0101hrr0157ra,52.3285,4.91551,A10,1062
RWS01_MONIBAS_0101hrr0163ra,52.3295,4.90731,A10,1063
RWS01_MONIBAS_0101hrr0169ra,52.3323,4.90058,A10,1064
RWS01_MONIBAS_0101hrr0171ra,52.3339,4.8976,A10,1065
RWS01_MONIBAS_0101hrr0175ra,52.3362,4.89329,A10,1066
RWS01_MONIBAS_0101hrr0180ra,52.3387,4.88811,A10,1067
RWS01_MONIBAS_0101hrr0185ra,52.3397,4.88084,A10,1068
RWS01_MONIBAS_0101hrr0189ra,52.3395,4.87426,A10,1069
RWS01_MONIBAS_0101hrr0194ra,52.3392,4.86728,A10,1070
RWS01_MONIBAS_0101hrr0197ra,52.3389,4.8621,A10,1071
RWS01_MONIBAS_0101hrr0203ra,52.3385,4.85447,A10,1072
RWS01_MONIBAS_0101hrr0205ra,52.3383,4.85033,A10,1073
RWS01_MONIBAS_0101hrr0209ra,52.3381,4.84459,A10,1074
RWS01_MONIBAS_0101hrr0215ra,52.3417,4.84148,A10,1075
RWS01_MONIBAS_0101hrr0219ra,52.3455,4.84111,A10,1076
RWS01_MONIBAS_0101hrr0225ra,52.3508,4.84251,A10,1077
RWS01_MONIBAS_0101hrr0229ra,52.354,4.84272,A10,1078
RWS01_MONIBAS_0101hrr0233ra,52.358,4.8426,A10,1079
RWS01_MONIBAS_0101hrr0239ra,52.3629,4.84248,A10,1080
RWS01_MONIBAS_0101hrr0244ra,52.3678,4.84232,A10,1081
RWS01_MONIBAS_0101hrr0244rb,52.3678,4.84232,A10,1082
RWS01_MONIBAS_0101hrr0249ra,52.3719,4.84221,A10,1083
RWS01_MONIBAS_0101hrr0253ra,52.3759,4.84333,A10,1084
RWS01_MONIBAS_0101hrr0258ra,52.3799,4.84484,A10,1085
RWS01_MONIBAS_0101hrr0261ra,52.3832,4.84478,A10,1086
RWS01_MONIBAS_0101hrr0264ra,52.3857,4.84465,A10,1087
RWS01_MONIBAS_0101hrr0267ra,52.3881,4.84451,A10,1088
RWS01_MONIBAS_0101hrr0271ra,52.3923,4.84431,A10,1089
RWS01_MONIBAS_0101hrr0276ra,52.3959,4.84504,A10,1090
RWS01_MONIBAS_0101hrr0279ra,52.3983,4.84685,A10,1091
RWS01_MONIBAS_0101hrr0281ra,52.3998,4.84869,A10,1092
RWS01_MONIBAS_0101hrr0285ra,52.4029,4.85225,A10,1093
RWS01_MONIBAS_0101hrr0287ra,52.4044,4.8539,A10,1094
RWS01_MONIBAS_0101hrr0290ra,52.4069,4.85694,A10,1095
RWS01_MONIBAS_0101hrr0294ra,52.4097,4.86032,A10,1096
RWS01_MONIBAS_0101hrr0297ra,52.4114,4.86205,A10,1097
RWS01_MONIBAS_0101hrr0298ra,52.4126,4.86321,A10,1098
RWS01_MONIBAS_0101hrr0299ra,52.4134,4.86393,A10,1099
RWS01_MONIBAS_0101hrr0300ra,52.414,4.86452,A10,1100
RWS01_MONIBAS_0101hrr0301ra,52.4146,4.86508,A10,1101
RWS01_MONIBAS_0101hrr0302ra,52.4154,4.86587,A10,1102
RWS01_MONIBAS_0101hrr0303ra,52.4162,4.86661,A10,1103
RWS01_MONIBAS_0101hrr0305ra,52.4179,4.86826,A10,1104
RWS01_MONIBAS_0101hrr0308ra,52.4201,4.87079,A10,1105
RWS01_MONIBAS_0101hrr0308rb,52.4201,4.87079,A10,1106
RWS01_MONIBAS_0101hrr0312ra,52.4217,4.87482,A10,1107
RWS01_MONIBAS_0101hrr0317ra,52.4243,4.88199,A10,1108
RWS01_MONIBAS_0101hrr0323ra,52.425,4.89042,A10,1109
RWS01_MONIBAS_0101hrr0330ra,52.4237,4.89955,A10,1110
RWS01_MONIBAS_0221hrl0091ra,52.4389,4.66951,A22,1111
RWS01_MONIBAS_0221hrl0093ra,52.4404,4.66793,A22,1112
RWS01_MONIBAS_0221hrl0097ra,52.4442,4.66394,A22,1113
RWS01_MONICA_00D00100A055D0070007,52.3472,4.95946,A1,1114
RWS01_MONICA_00D00100A055D007000B,52.3472,4.95946,A1,1115
RWS01_MONICA_00D00100A055D007000F,52.3472,4.95946,A1,1116
RWS01_MONICA_00D00100B81E28200005,52.3506,4.9656,A1,1117
RWS01_MONICA_00D00100B81E28200009,52.3506,4.9656,A1,1118
RWS01_MONICA_00D00100E00AD0050005,52.3457,4.97747,A1,1119
RWS01_MONICA_00D00100E00AD0050009,52.3457,4.97747,A1,1120
RWS01_MONICA_00D00100E00AD005000D,52.3457,4.97747,A1,1121
RWS01_MONICA_00D00100E00AD0050011,52.3457,4.97747,A1,1122
RWS01_MONICA_00D00100E00AD0050015,52.3457,4.97747,A1,1123
RWS01_MONICA_00D00100F000D0050005,52.3432,4.9815,A1,1124
RWS01_MONICA_00D00100F000D0050009,52.3432,4.9815,A1,1125
RWS01_MONICA_00D00100F000D005000D,52.3432,4.9815,A1,1126
RWS01_MONICA_00D00100F000D0050011,52.3432,4.9815,A1,1127
RWS01_MONICA_00D00100F000D0070007,52.3431,4.98128,A1,1128
RWS01_MONICA_00D00100F000D007000B,52.3431,4.98128,A1,1129
RWS01_MONICA_00D00100F000D007000F,52.3431,4.98128,A1,1130
RWS01_MONICA_00D00100F000D0070013,52.3431,4.98128,A1,1131
RWS01_MONICA_00D00100FC32D0070007,52.3406,4.98437,A1,1132
RWS01_MONICA_00D00100FC32D007000B,52.3406,4.98437,A1,1133
RWS01_MONICA_00D00100FC32D007000F,52.3406,4.98437,A1,1134
RWS01_MONICA_00D00100FC32D0070013,52.3406,4.98437,A1,1135
RWS01_MONICA_00D001010437D0050005,52.3393,4.98649,A1,1136
RWS01_MONICA_00D001010437D0050009,52.3393,4.98649,A1,1137
RWS01_MONICA_00D001010437D005000D,52.3393,4.98649,A1,1138
RWS01_MONICA_00D001011050D0070007,52.3372,4.98975,A1,1139
RWS01_MONICA_00D001011050D007000B,52.3372,4.98975,A1,1140
RWS01_MONICA_00D001011050D007000F,52.3372,4.98975,A1,1141
RWS01_MONICA_00D001011050D0070013,52.3372,4.98975,A1,1142
RWS01_MONICA_00D00101184BD0070007,52.3361,4.99199,A1,1143
RWS01_MONICA_00D00101284BD0050005,52.3344,4.99724,A1,1144
RWS01_MONICA_00D00101284BD0050009,52.3344,4.99724,A1,1145
RWS01_MONICA_00D00101284BD005000D,52.3344,4.99724,A1,1146
RWS01_MONICA_00D00101304BD0070007,52.3335,4.99982,A1,1147
RWS01_MONICA_00D00101304BD007000B,52.3335,4.99982,A1,1148
RWS01_MONICA_00D00101304BD007000F,52.3335,4.99982,A1,1149
RWS01_MONICA_00D00101304BD0070013,52.3335,4.99982,A1,1150
RWS01_MONICA_00D00101304BD0070307,52.3335,4.99982,A1,1151
RWS01_MONICA_00D00101304BD007030B,52.3335,4.99982,A1,1152
RWS01_MONICA_00D001013C3250200005,52.3331,5.00383,A1,1153
RWS01_MONICA_00D001013C3250200009,52.3331,5.00383,A1,1154
RWS01_MONICA_00D001013C32D0050005,52.333,5.00377,A1,1155
RWS01_MONICA_00D001013C32D0050009,52.333,5.00377,A1,1156
RWS01_MONICA_00D001013C32D005000D,52.333,5.00377,A1,1157
RWS01_MONICA_00D001013C32D0070007,52.3328,5.0036,A1,1158
RWS01_MONICA_00D001013C32D007000B,52.3328,5.0036,A1,1159
RWS01_MONICA_00D001013C32D007000F,52.3328,5.0036,A1,1160
RWS01_MONICA_00D001013C32D0070013,52.3328,5.0036,A1,1161
